static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
14000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,20.0,19.0,116.0,0.5163977794943226,3.0,3.0,3.0,18.0,0.0,10.0,10.0,10.0,60.0,0.0,1187.0,1213.0,1176.0,7122.0,16.577092628081697,6.049480555555554,25.74338333333333,0.0,36.29688333333333,10.398465877572821,10.69168333333333,36.29688333333333,0.0,64.15009999999998,16.321938245322183,3.5,6.0,1.0,21.0,1.8708286933869707,557.1666666666666,558.0,554.0,3343.0,1.6020819787597012
7500.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,120.0,0.0,3.0,3.0,3.0,18.0,0.0,10.0,10.0,10.0,60.0,0.0,1233.6666666666667,1235.0,1233.0,7402.0,1.0327955589886035,0.3409555555555555,1.72245,0.0,2.045733333333333,0.6810699794903333,0.7672916666666666,2.045733333333333,0.0,4.60375,0.9971251780744481,3.5,6.0,1.0,21.0,1.8708286933869707,555.3333333333334,556.0,555.0,3332.0,0.5163977794943018
15000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,21.0,20.0,122.0,0.5163977794943226,3.0,3.0,3.0,18.0,0.0,10.0,10.0,10.0,60.0,0.0,1260.6666666666667,1280.0,1252.0,7564.0,12.801041624284633,4.731033333333333,20.900716666666668,0.0,28.3862,8.343531882602235,8.60501111111111,28.3862,0.0,51.630066666666664,12.906305867605385,3.5,6.0,1.0,21.0,1.8708286933869707,555.1666666666666,556.0,555.0,3331.0,0.4082482904638723
5000.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,21.0,20.0,123.0,0.5477225575051664,3.0,3.0,3.0,18.0,0.0,10.0,10.0,10.0,60.0,0.0,1274.8333333333333,1297.0,1254.0,7649.0,22.868464457996843,7.131930555555555,39.2007,0.0,42.79158333333333,15.763196361029689,20.900536111111112,42.791583333333335,0.0,125.40321666666667,22.811747681508844,3.5,6.0,1.0,21.0,1.8708286933869707,554.6666666666666,556.0,553.0,3328.0,1.505545305418157
8200.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,126.0,0.0,3.0,3.0,3.0,18.0,0.0,10.0,10.0,10.0,60.0,0.0,1283.6666666666667,1292.0,1276.0,7702.0,8.115828156551041,2.6173138888888885,11.617933333333331,0.0,15.703883333333332,4.596128323943686,7.417122222222223,15.703883333333334,0.0,44.50273333333334,7.953495251625516,3.5,6.0,1.0,21.0,1.8708286933869707,555.1666666666666,556.0,554.0,3331.0,0.9831920802501629
22000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,12.0,108.0,4.6475800154489,3.3333333333333335,4.0,3.0,20.0,0.5163977794943222,10.0,10.0,10.0,60.0,0.0,1131.1666666666667,1310.0,773.0,6787.0,276.274802808122,151.0583388888889,903.25955,0.0,906.3500333333334,368.5031166704815,301.88874444444446,906.3500333333334,0.0,1811.3324666666667,467.23879154048626,3.5,6.0,1.0,21.0,1.8708286933869707,558.3333333333334,567.0,554.0,3350.0,6.713171133426176
25000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.333333333333332,22.0,11.0,110.0,5.680375574437545,3.3333333333333335,4.0,3.0,20.0,0.5163977794943222,10.0,10.0,10.0,60.0,0.0,1126.1666666666667,1338.0,701.0,6757.0,327.78615996815165,134.53435833333333,802.6860666666666,0.0,807.20615,327.3296199454493,268.6356611111111,807.20615,0.0,1611.8139666666666,415.6745155788433,3.5,6.0,1.0,21.0,1.8708286933869707,558.5,566.0,555.0,3351.0,5.4313902456000935
10000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,10.0,108.0,6.196773353931867,3.3333333333333335,4.0,3.0,20.0,0.5163977794943222,10.0,10.0,10.0,60.0,0.0,1108.0,1344.0,630.0,6648.0,365.6293204872935,123.01320277777779,725.9068166666667,0.0,738.0792166666668,295.3913343370093,244.32496944444446,738.0792166666666,0.0,1465.9498166666667,378.0184958651464,3.5,6.0,1.0,21.0,1.8708286933869707,560.0,566.0,557.0,3360.0,4.647580015448915
6500.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.333333333333332,22.0,11.0,110.0,5.680375574437545,3.3333333333333335,4.0,3.0,20.0,0.5163977794943222,10.0,10.0,10.0,60.0,0.0,1137.8333333333333,1370.0,671.0,6827.0,359.67452879883876,124.40648611111112,740.9473166666667,0.0,746.4389166666667,302.0481174486396,248.19920555555555,746.4389166666666,0.0,1489.1952333333334,384.04500055727306,3.5,6.0,1.0,21.0,1.8708286933869707,560.6666666666666,566.0,558.0,3364.0,4.131182235954559
5000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.666666666666668,23.0,10.0,112.0,6.713171133426188,3.3333333333333335,4.0,3.0,20.0,0.5163977794943222,10.0,10.0,10.0,60.0,0.0,1143.3333333333333,1390.0,648.0,6860.0,382.1364503245754,117.11755,697.5305333333333,0.0,702.7053,284.34863722658787,233.68885,702.7053,0.0,1402.1331,361.54243271558335,3.5,6.0,1.0,21.0,1.8708286933869707,561.0,565.0,559.0,3366.0,3.098386676965919
5000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,23.0,12.0,116.0,5.680375574437545,3.3333333333333335,4.0,3.0,20.0,0.5163977794943222,10.0,10.0,10.0,60.0,0.0,1176.6666666666667,1400.0,727.0,7060.0,345.2214748051845,129.28124444444444,767.7474,0.0,775.6874666666666,312.79622948088524,257.57666944444446,775.6874666666666,0.0,1545.4600166666667,398.52108617405753,3.5,6.0,1.0,21.0,1.8708286933869707,561.6666666666666,565.0,560.0,3370.0,2.581988897471617
5000.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,23.0,10.0,99.0,7.12039324756716,3.5,4.0,3.0,21.0,0.5477225575051662,10.0,10.0,10.0,60.0,0.0,1014.0,1424.0,604.0,6084.0,448.4024977628916,103.58686944444445,619.93085,0.0,621.5212166666666,252.95638067102254,310.58311944444443,621.5212166666666,0.0,1863.4987166666665,340.1300213668599,3.5,6.0,1.0,21.0,1.8708286933869707,564.5,568.0,561.0,3387.0,3.834057902536173
10000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,23.0,13.0,118.0,5.163977794943222,3.3333333333333335,4.0,3.0,20.0,0.5163977794943222,10.0,10.0,10.0,60.0,0.0,1214.6666666666667,1427.0,790.0,7288.0,328.17170302551483,134.3520861111111,803.1401333333333,0.0,806.1125166666666,327.6391251187745,268.53046666666665,806.1125166666667,0.0,1611.1828,415.5094812533572,3.5,6.0,1.0,21.0,1.8708286933869707,562.6666666666666,564.0,562.0,3376.0,1.0327955589886577
25000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,24.0,6.196773353931867,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,261.1666666666667,779.0,3.0,1567.0,399.1788655060118,129.31406666666666,770.4303333333334,0.0,775.8843999999999,314.08627170126556,258.2112611111111,775.8844,0.0,1549.2675666666667,399.25318294372136,3.5,6.0,1.0,21.0,1.8708286933869707,564.1666666666666,567.0,563.0,3385.0,1.834847859269737
23000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,10.0,9.0,56.0,0.5163977794943226,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,563.1666666666666,605.0,543.0,3379.0,30.5117463719576,10.430744444444445,55.79441666666666,0.0,62.584466666666664,22.325946602217655,20.36338611111111,62.58446666666666,0.0,122.18031666666667,30.610690884846125,3.5,6.0,1.0,21.0,1.8708286933869707,567.5,569.0,567.0,3405.0,0.8366600265340823
5000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,10.0,9.0,56.0,0.5163977794943226,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,579.1666666666666,617.0,561.0,3475.0,27.418363675950204,9.412697222222222,50.45328333333333,0.0,56.47618333333333,20.21703102981471,18.12351388888889,56.47618333333333,0.0,108.74108333333334,27.66410423263615,3.5,6.0,1.0,21.0,1.8708286933869707,566.6666666666666,568.0,563.0,3400.0,2.160246899469272
4200.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,60.0,0.0,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,622.5,627.0,619.0,3735.0,3.987480407475371,1.3656194444444445,5.142266666666667,0.0,8.193716666666667,2.1187082802294808,3.7214333333333336,8.193716666666667,0.0,22.3286,4.050320675397883,3.5,6.0,1.0,21.0,1.8708286933869707,564.5,565.0,564.0,3387.0,0.5477225575051713
10000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,11.0,10.0,62.0,0.5163977794943226,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,640.8333333333334,682.0,623.0,3845.0,27.169222783632694,9.727669444444446,45.2642,0.0,58.366016666666674,18.06240028921165,17.710294444444443,58.36601666666667,0.0,106.26176666666666,27.03812908178347,3.5,6.0,1.0,21.0,1.8708286933869707,565.0,566.0,564.0,3390.0,0.8944271909999222
25000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,11.0,10.0,62.0,0.5163977794943226,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,645.0,687.0,624.0,3870.0,31.767908335299627,10.547936111111111,59.8188,0.0,63.287616666666665,24.156898543810115,21.022602777777777,63.287616666666665,0.0,126.13561666666666,31.79906345991518,3.5,6.0,1.0,21.0,1.8708286933869707,565.3333333333334,566.0,565.0,3392.0,0.5163977794943018
15000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,11.0,10.0,62.0,0.5163977794943226,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,656.0,711.0,630.0,3936.0,40.32369030731191,13.497241666666667,74.66571666666667,0.0,80.98345,30.048225557321,26.264675,80.98345,0.0,157.58805,40.22970859283632,3.5,6.0,1.0,21.0,1.8708286933869707,565.6666666666666,566.0,565.0,3394.0,0.5163977794943018
8000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,60.0,0.0,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,638.1666666666666,641.0,637.0,3829.0,1.471960144387948,0.6608861111111111,3.0675833333333333,0.0,3.9653166666666664,1.2127450900707621,1.065838888888889,3.965316666666667,0.0,6.395033333333334,1.4739721052941217,3.5,6.0,1.0,21.0,1.8708286933869707,566.3333333333334,567.0,566.0,3398.0,0.5163977794943018
16000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,11.0,10.0,62.0,0.5163977794943226,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,666.0,683.0,659.0,3996.0,11.009087155618301,4.150308333333333,17.28655,0.0,24.90185,6.972498977783677,7.409222222222222,24.90185,0.0,44.45533333333333,11.112103247913794,3.5,6.0,1.0,21.0,1.8708286933869707,566.0,566.0,566.0,3396.0,0.0
5000.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,66.0,0.0,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,668.6666666666666,670.0,668.0,4012.0,1.0327955589886577,0.35986111111111113,1.8434,0.0,2.1591666666666667,0.7328064151425492,0.8137194444444443,2.1591666666666667,0.0,4.882316666666666,1.0495180621184959,3.5,6.0,1.0,21.0,1.8708286933869707,566.6666666666666,567.0,566.0,3400.0,0.5163977794943018
1500.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,66.0,0.0,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,702.8333333333334,711.0,696.0,4217.0,7.626707459098349,2.5235305555555554,10.534166666666666,0.0,15.141183333333332,4.193941666796373,7.066002777777778,15.141183333333334,0.0,42.39601666666667,7.5862470605579455,3.5,6.0,1.0,21.0,1.8708286933869707,565.6666666666666,567.0,564.0,3394.0,1.2110601416389786
33629.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.166666666666666,12.0,11.0,67.0,0.4082482904638632,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,714.0,730.0,710.0,4284.0,7.874007874011821,3.417683333333333,18.6148,0.0,20.5061,7.459218498386186,4.052641666666667,20.5061,0.0,24.31585,8.091586945427743,3.5,6.0,1.0,21.0,1.8708286933869707,565.0,565.0,565.0,3390.0,0.0
15000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333333333334,12.0,11.0,68.0,0.5163977794943226,4.0,4.0,4.0,24.0,0.0,10.0,10.0,10.0,60.0,0.0,733.1666666666666,770.0,716.0,4399.0,25.918461888520078,9.018744444444444,45.39771666666667,0.0,54.11246666666666,18.07471276442025,17.082644444444444,54.11246666666667,0.0,102.49586666666667,25.813239855455887,3.5,6.0,1.0,21.0,1.8708286933869707,565.6666666666666,567.0,565.0,3394.0,1.0327955589886577
