Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,121.0,2012-01-15 16:08:00,968.0,1.0,6.0,16.0,32.0,122.0,3.0,29.0
Cable Head,missing,20.0,Case231,deviant,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,2.0,0.0,102.0,2012-01-15 16:09:00,969.0,1.0,6.0,16.0,103.0,4362.0,3.0,29.0
Cable Head,missing,200.0,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,0.0,0.0,228.0,2012-01-15 16:09:00,969.0,1.0,6.0,16.0,12.0,19119.0,12.0,29.0
Punch Plate,Y,151.0,Case21,deviant,Turning & Milling Q.C.,ID4167,D,Quality Check 1,0.0,0.0,38.0,2012-01-15 16:09:00,969.0,1.0,6.0,16.0,37.0,4214.0,12.0,29.0
Socket,Y,40.0,Case194,deviant,Turning - Machine 9,ID3846,S,Machine 9 - Turning & Milling,2.0,0.0,427.0,2012-01-15 16:25:00,985.0,1.0,6.0,16.0,788.0,7531.0,12.0,29.0
Cable Head,missing,250.0,Case178,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,0.0,0.0,427.0,2012-01-15 17:27:00,1047.0,1.0,6.0,17.0,135.0,19477.0,6.0,29.0
Socket,Y,40.0,Case194,deviant,Turning - Machine 9,ID3846,D,Machine 9 - Turning & Milling,4.0,0.0,86.0,2012-01-15 17:52:00,1072.0,1.0,6.0,17.0,87.0,7618.0,13.0,29.0
Ballnut,missing,64.0,Case249,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,38.0,0.0,506.0,2012-01-15 17:58:00,1078.0,1.0,6.0,17.0,3198.0,4493.0,5.0,28.0
Socket,Y,40.0,Case194,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0.0,0.0,538.0,2012-01-15 17:58:00,1078.0,1.0,6.0,17.0,6.0,7624.0,14.0,28.0
Ballnut,missing,64.0,Case249,deviant,Turning & Milling - Machine 8,ID4932,D,Machine 8 - Turning & Milling,6.0,0.0,129.0,2012-01-15 22:15:00,1335.0,1.0,6.0,22.0,257.0,4750.0,6.0,28.0
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,20.0,0.0,70.0,2012-01-15 22:24:00,1344.0,1.0,6.0,22.0,376.0,498.0,4.0,28.0
Cable Head,missing,20.0,Case231,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,10.0,0.0,440.0,2012-01-15 23:38:00,1418.0,1.0,6.0,23.0,449.0,4811.0,4.0,28.0
Cable Head,missing,200.0,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,14.0,0.0,440.0,2012-01-15 23:39:00,1419.0,1.0,6.0,23.0,450.0,19569.0,13.0,28.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,0.0,0.0,336.0,2012-01-15 23:40:00,1420.0,1.0,6.0,23.0,0.0,0.0,1.0,29.0
Spur Gear,missing,85.0,Case210,regular,Packing,ID4820,D,Packing,65.0,0.0,60.0,2012-01-16 01:00:00,60.0,1.0,0.0,1.0,939.0,17820.0,28.0,27.0
other,missing,40.0,Case255,regular,Packing,ID4820,D,Packing,40.0,0.0,60.0,2012-01-16 01:00:00,60.0,1.0,0.0,1.0,6578.0,19140.0,5.0,27.0
Ballnut,missing,16.0,Case241,deviant,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0.0,0.0,75.0,2012-01-16 01:15:00,75.0,1.0,0.0,1.0,0.0,0.0,1.0,28.0
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling - Machine 4,ID4794,S,Machine 4 - Turning & Milling,2.0,0.0,249.0,2012-01-16 02:34:00,154.0,1.0,0.0,2.0,250.0,748.0,5.0,28.0
Ballnut,missing,16.0,Case239,regular,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,12.0,0.0,322.0,2012-01-16 02:37:00,157.0,1.0,0.0,2.0,778.0,1199.0,5.0,28.0
Cable Head,missing,20.0,Case231,deviant,Round Grinding - Machine 2,ID4528,D,Machine 2 - Round Grinding,6.0,0.0,299.0,2012-01-16 04:33:00,273.0,1.0,0.0,4.0,295.0,5106.0,5.0,28.0
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,22.0,0.0,122.0,2012-01-16 04:38:00,278.0,1.0,0.0,4.0,124.0,872.0,6.0,28.0
Cable Head,missing,200.0,Case187,deviant,Round Grinding - Machine 3,ID4528,D,Machine 3 - Round Grinding,8.0,0.0,344.0,2012-01-16 05:17:00,317.0,1.0,0.0,5.0,338.0,19907.0,14.0,28.0
Spur Gear,missing,10.0,Case243,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,0.0,0.0,238.0,2012-01-16 06:36:00,396.0,1.0,0.0,6.0,0.0,0.0,1.0,29.0
O-Ring,missing,9.0,Case265,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,9.0,0.0,16.0,2012-01-16 08:28:00,508.0,1.0,0.0,8.0,9818.0,16829.0,7.0,29.0
Gauge,missing,40.0,Case224,regular,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0.0,0.0,100.0,2012-01-16 08:40:00,520.0,1.0,0.0,8.0,0.0,0.0,1.0,30.0
Ballnut,missing,64.0,Case249,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,63.0,0.0,100.0,2012-01-16 08:40:00,520.0,1.0,0.0,8.0,625.0,5375.0,7.0,30.0
Gauge,missing,40.0,Case224,regular,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0.0,0.0,30.0,2012-01-16 09:30:00,570.0,1.0,0.0,9.0,50.0,50.0,2.0,30.0
O-Ring,missing,9.0,Case265,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,9.0,0.0,69.0,2012-01-16 09:37:00,577.0,1.0,0.0,9.0,69.0,16898.0,8.0,30.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,1.0,0.0,170.0,2012-01-16 09:49:00,589.0,1.0,0.0,9.0,609.0,609.0,2.0,30.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0.0,0.0,54.0,2012-01-16 09:54:00,594.0,1.0,0.0,9.0,5.0,614.0,3.0,30.0
Cable Head,missing,250.0,Case178,regular,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0.0,0.0,230.0,2012-01-16 10:47:00,647.0,1.0,0.0,10.0,1040.0,20517.0,7.0,30.0
Spur Gear,missing,10.0,Case243,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,1.0,0.0,240.0,2012-01-16 11:00:00,660.0,1.0,0.0,11.0,264.0,264.0,2.0,30.0
Spur Gear,missing,10.0,Case243,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0.0,0.0,138.0,2012-01-16 12:48:00,768.0,1.0,0.0,12.0,108.0,372.0,3.0,30.0
Flange Bolt,missing,13.0,Case235,deviant,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0.0,0.0,1.0,2012-01-16 14:12:00,852.0,1.0,0.0,14.0,0.0,0.0,1.0,31.0
O-Ring,missing,9.0,Case265,regular,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0.0,0.0,77.0,2012-01-16 14:54:00,894.0,1.0,0.0,14.0,317.0,17215.0,9.0,31.0
Compound Dies,missing,18.0,Case263,regular,other,ID4287,D,Quality Check 1,18.0,0.0,100.0,2012-01-16 15:00:00,900.0,1.0,0.0,15.0,15993.0,20400.0,11.0,31.0
Cable Head,missing,250.0,Case178,regular,other,ID4355,D,Machine 2 - Round Grinding,22.0,0.0,329.0,2012-01-16 15:43:00,943.0,1.0,0.0,15.0,296.0,20813.0,8.0,31.0
O-Ring,missing,9.0,Case265,regular,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,1.0,0.0,59.0,2012-01-16 15:53:00,953.0,1.0,0.0,15.0,59.0,17274.0,10.0,31.0
Ballnut,missing,64.0,Case249,deviant,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,63.0,0.0,149.0,2012-01-16 16:08:00,968.0,1.0,0.0,16.0,448.0,5823.0,8.0,31.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0.0,0.0,489.0,2012-01-16 16:09:00,969.0,1.0,0.0,16.0,11559.0,18174.0,13.0,31.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,17.0,0.0,392.0,2012-01-16 16:22:00,982.0,1.0,0.0,16.0,388.0,1002.0,4.0,31.0
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling - Machine 4,ID4429,D,Machine 4 - Turning & Milling,39.0,0.0,537.0,2012-01-16 16:26:00,986.0,1.0,0.0,16.0,708.0,1580.0,7.0,31.0
Spur Gear,missing,10.0,Case243,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,9.0,0.0,338.0,2012-01-16 16:39:00,999.0,1.0,0.0,16.0,231.0,603.0,4.0,30.0
Ballnut,missing,64.0,Case249,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,63.0,0.0,74.0,2012-01-16 17:22:00,1042.0,1.0,0.0,17.0,74.0,5897.0,9.0,30.0
Spinner,missing,100.0,Case256,deviant,Turning - Machine 8,ID0997,D,Machine 15 - Turning,20.0,0.0,90.0,2012-01-16 17:51:00,1071.0,1.0,0.0,17.0,0.0,0.0,1.0,31.0
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,7.0,0.0,47.0,2012-01-16 17:52:00,1072.0,1.0,0.0,17.0,86.0,1666.0,8.0,31.0
Flange Bolt,missing,13.0,Case235,deviant,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0.0,0.0,96.0,2012-01-16 18:00:00,1080.0,1.0,0.0,18.0,228.0,228.0,2.0,31.0
Flange Bolt,missing,13.0,Case235,deviant,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,0.0,0.0,70.0,2012-01-16 18:08:00,1088.0,1.0,0.0,18.0,8.0,236.0,3.0,31.0
Cable Head,missing,200.0,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,0.0,0.0,112.0,2012-01-16 21:20:00,1280.0,1.0,0.0,21.0,963.0,20870.0,15.0,31.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,18.0,0.0,330.0,2012-01-16 23:38:00,1418.0,1.0,0.0,23.0,436.0,1438.0,5.0,31.0
Cable Head,missing,200.0,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,0.0,0.0,139.0,2012-01-16 23:40:00,1420.0,1.0,0.0,23.0,140.0,21010.0,16.0,31.0
Cable Head,missing,250.0,Case178,regular,other,ID4385,D,Machine 2 - Round Grinding,0.0,0.0,427.0,2012-01-16 23:40:00,1420.0,1.0,0.0,23.0,477.0,21290.0,9.0,31.0
Ballnut,missing,50.0,Case258,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1.0,0.0,224.0,2012-01-17 00:00:00,0.0,1.0,1.0,0.0,0.0,0.0,1.0,32.0
Ballnut,missing,108.0,Case215,regular,Packing,ID4820,D,Packing,108.0,0.0,60.0,2012-01-17 01:00:00,60.0,1.0,1.0,1.0,2285.0,16419.0,11.0,32.0
Ballnut,missing,16.0,Case241,deviant,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0.0,0.0,75.0,2012-01-17 01:15:00,75.0,1.0,1.0,1.0,1440.0,1440.0,2.0,32.0
Ballnut,missing,50.0,Case258,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,1.0,0.0,109.0,2012-01-17 01:50:00,110.0,1.0,1.0,1.0,110.0,110.0,2.0,32.0
Spinner,missing,100.0,Case256,deviant,Turning - Machine 8,ID4932,D,Machine 15 - Turning,45.0,0.0,353.0,2012-01-17 02:04:00,124.0,1.0,1.0,2.0,493.0,493.0,2.0,32.0
Spinner,missing,100.0,Case256,deviant,Turning - Machine 8,ID4794,D,Machine 15 - Turning,35.0,0.0,257.0,2012-01-17 06:21:00,381.0,1.0,1.0,6.0,257.0,750.0,3.0,32.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling - Machine 10,ID4932,D,Machine 10 - Grinding,19.0,0.0,418.0,2012-01-17 06:37:00,397.0,1.0,1.0,6.0,419.0,1857.0,6.0,32.0
Cable Head,missing,250.0,Case178,regular,other,ID4528,D,other,0.0,0.0,405.0,2012-01-17 06:37:00,397.0,1.0,1.0,6.0,417.0,21707.0,10.0,32.0
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,55.0,0.0,635.0,2012-01-17 06:49:00,409.0,1.0,1.0,6.0,777.0,2443.0,9.0,32.0
O-Ring,missing,9.0,Case265,regular,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,0.0,0.0,28.0,2012-01-17 07:18:00,438.0,1.0,1.0,7.0,925.0,18199.0,11.0,32.0
Cable Head,missing,151.0,Case177,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0.0,0.0,100.0,2012-01-17 08:40:00,520.0,1.0,1.0,8.0,12147.0,18615.0,5.0,32.0
Wheel Shaft,missing,20.0,Case201,deviant,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1.0,0.0,111.0,2012-01-17 09:28:00,568.0,1.0,1.0,9.0,1039.0,19213.0,14.0,32.0
Ballnut,missing,108.0,Case215,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,108.0,0.0,75.0,2012-01-17 09:30:00,570.0,1.0,1.0,9.0,510.0,16929.0,12.0,31.0
Spur Gear,missing,251.0,Case10,deviant,Turning & Milling - Machine 9,ID3846,S,Machine 9 - Turning & Milling,1.0,0.0,244.0,2012-01-17 11:05:00,665.0,1.0,1.0,11.0,0.0,0.0,1.0,32.0
O-Ring,missing,9.0,Case265,regular,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,8.0,0.0,228.0,2012-01-17 11:10:00,670.0,1.0,1.0,11.0,232.0,18431.0,12.0,32.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,118.0,0.0,75.0,2012-01-17 11:12:00,672.0,1.0,1.0,11.0,7890.0,16874.0,25.0,32.0
Spur Gear,missing,251.0,Case10,deviant,Turning Q.C.,ID4618,D,Quality Check 1,0.0,0.0,15.0,2012-01-17 11:15:00,675.0,1.0,1.0,11.0,10.0,10.0,2.0,32.0
Punch Holder,missing,350.0,Case188,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,27.0,0.0,4.0,2012-01-17 11:22:00,682.0,1.0,1.0,11.0,21262.0,21512.0,5.0,32.0
Punch Holder,missing,350.0,Case267,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,32.0,0.0,75.0,2012-01-17 11:35:00,695.0,1.0,1.0,11.0,23.0,16897.0,26.0,32.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,7.0,0.0,75.0,2012-01-17 12:01:00,721.0,1.0,1.0,12.0,324.0,2181.0,7.0,32.0
Compound Dies,missing,18.0,Case263,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,18.0,0.0,13.0,2012-01-17 12:11:00,731.0,1.0,1.0,12.0,1271.0,21671.0,12.0,32.0
Cable Head,missing,151.0,Case177,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0.0,0.0,230.0,2012-01-17 12:50:00,770.0,1.0,1.0,12.0,250.0,18865.0,6.0,31.0
Spinner,missing,100.0,Case256,deviant,Turning Q.C.,ID4287,D,Quality Check 1,100.0,0.0,140.0,2012-01-17 12:50:00,770.0,1.0,1.0,12.0,389.0,1139.0,4.0,31.0
Wheel Shaft,Y,20.0,Case201,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,2.0,0.0,174.0,2012-01-17 12:55:00,775.0,1.0,1.0,12.0,207.0,19420.0,15.0,31.0
Ballnut,missing,50.0,Case258,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,3.0,0.0,107.0,2012-01-17 13:13:00,793.0,1.0,1.0,13.0,683.0,793.0,3.0,31.0
Compound Dies,missing,18.0,Case263,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,18.0,0.0,40.0,2012-01-17 13:27:00,807.0,1.0,1.0,13.0,76.0,21747.0,13.0,31.0
Ballnut,missing,64.0,Case249,deviant,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0.0,0.0,44.0,2012-01-17 13:32:00,812.0,1.0,1.0,13.0,1210.0,7107.0,10.0,31.0
Ballnut,missing,16.0,Case239,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,16.0,0.0,125.0,2012-01-17 13:33:00,813.0,1.0,1.0,13.0,2096.0,3295.0,6.0,31.0
Drill,missing,325.0,Case259,deviant,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,0.0,0.0,240.0,2012-01-17 15:00:00,900.0,1.0,1.0,15.0,0.0,0.0,1.0,32.0
Spinner,missing,100.0,Case256,deviant,Turning - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0.0,0.0,120.0,2012-01-17 15:00:00,900.0,1.0,1.0,15.0,130.0,1269.0,5.0,32.0
Piston,missing,78.0,Case148,regular,other,ID3767,D,other,1.0,0.0,420.0,2012-01-17 15:00:00,900.0,1.0,1.0,15.0,8850.0,8850.0,2.0,32.0
Spur Gear,missing,20.0,Case13,regular,Turning - Machine 9,ID3846,S,Machine 9 - Turning & Milling,0.0,0.0,90.0,2012-01-17 15:17:00,917.0,1.0,1.0,15.0,0.0,0.0,1.0,33.0
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,170.0,0.0,27.0,2012-01-17 15:53:00,953.0,1.0,1.0,15.0,544.0,2987.0,10.0,33.0
Drill,missing,325.0,Case259,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,2.0,0.0,55.0,2012-01-17 15:55:00,955.0,1.0,1.0,15.0,55.0,55.0,2.0,33.0
Spur Gear,missing,20.0,Case13,regular,Turning - Machine 9,ID3846,D,Machine 9 - Turning & Milling,2.0,0.0,25.0,2012-01-17 15:56:00,956.0,1.0,1.0,15.0,39.0,39.0,2.0,33.0
Cable Head,missing,40.0,Case196,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0.0,0.0,159.0,2012-01-17 15:59:00,959.0,1.0,1.0,15.0,0.0,0.0,1.0,34.0
Cable Head,missing,250.0,Case178,regular,other,ID4355,D,Machine 2 - Round Grinding,0.0,0.0,550.0,2012-01-17 16:03:00,963.0,1.0,1.0,16.0,566.0,22273.0,11.0,34.0
Plug,missing,13.0,Case26,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,0.0,0.0,40.0,2012-01-17 17:57:00,1077.0,1.0,1.0,17.0,0.0,0.0,1.0,35.0
O-Ring,missing,9.0,Case265,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0.0,0.0,303.0,2012-01-17 18:03:00,1083.0,1.0,1.0,18.0,413.0,18844.0,13.0,35.0
Spinner,missing,100.0,Case256,deviant,Turning - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1.0,0.0,80.0,2012-01-17 18:08:00,1088.0,1.0,1.0,18.0,188.0,1457.0,6.0,35.0
Spinner,missing,100.0,Case256,deviant,Turning - Machine 8,ID4219,D,Machine 8 - Turning & Milling,0.0,0.0,31.0,2012-01-17 18:40:00,1120.0,1.0,1.0,18.0,32.0,1489.0,7.0,35.0
Spinner,missing,100.0,Case256,deviant,Turning - Machine 8,ID4219,D,Machine 8 - Turning & Milling,8.0,0.0,4.0,2012-01-17 18:45:00,1125.0,1.0,1.0,18.0,5.0,1494.0,8.0,35.0
Punch Plate,missing,170.0,Case20,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,16.0,0.0,180.0,2012-01-17 18:50:00,1130.0,1.0,1.0,18.0,177.0,3164.0,11.0,35.0
Spur Gear,missing,20.0,Case13,regular,Turning - Machine 9,ID4132,D,Machine 9 - Turning & Milling,18.0,0.0,180.0,2012-01-17 19:23:00,1163.0,1.0,1.0,19.0,207.0,246.0,3.0,35.0
Spur Gear,missing,251.0,Case10,deviant,Turning & Milling - Machine 9,ID4132,S,Machine 9 - Turning & Milling,0.0,0.0,37.0,2012-01-17 20:01:00,1201.0,1.0,1.0,20.0,526.0,536.0,3.0,35.0
Plug,missing,13.0,Case26,deviant,Turning & Milling - Machine 4,ID4794,S,Machine 4 - Turning & Milling,1.0,0.0,147.0,2012-01-17 22:36:00,1356.0,1.0,1.0,22.0,279.0,279.0,2.0,35.0
Plug,missing,13.0,Case24,deviant,Turning & Milling - Machine 5,ID4932,S,Machine 5 - Turning & Milling,1.0,0.0,203.0,2012-01-17 23:24:00,1404.0,1.0,1.0,23.0,0.0,0.0,1.0,36.0
Drill,missing,325.0,Case259,deviant,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,18.0,0.0,430.0,2012-01-17 23:42:00,1422.0,1.0,1.0,23.0,467.0,522.0,3.0,36.0
Spur Gear,missing,251.0,Case10,deviant,Turning & Milling - Machine 9,ID4132,D,Machine 9 - Turning & Milling,17.0,0.0,222.0,2012-01-17 23:43:00,1423.0,1.0,1.0,23.0,222.0,758.0,4.0,36.0
Ballnut,missing,64.0,Case249,deviant,Round Grinding - Machine 2,ID4385,S,Machine 2 - Round Grinding,0.0,0.0,234.0,2012-01-18 00:53:00,53.0,1.0,2.0,0.0,681.0,7788.0,11.0,36.0
Spur Gear,missing,20.0,Case13,regular,Packing,ID4820,D,Packing,20.0,0.0,60.0,2012-01-18 01:00:00,60.0,1.0,2.0,1.0,337.0,583.0,4.0,36.0
Punch Holder,missing,350.0,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,20.0,0.0,75.0,2012-01-18 01:15:00,75.0,1.0,2.0,1.0,820.0,17717.0,27.0,36.0
Ballnut,missing,64.0,Case249,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,5.0,0.0,74.0,2012-01-18 02:07:00,127.0,1.0,2.0,2.0,74.0,7862.0,12.0,36.0
Plug,missing,13.0,Case24,deviant,Turning & Milling - Machine 5,ID4932,D,Machine 5 - Turning & Milling,12.0,0.0,278.0,2012-01-18 04:03:00,243.0,1.0,2.0,4.0,279.0,279.0,2.0,35.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 5,ID4932,S,Machine 5 - Turning & Milling,2.0,0.0,100.0,2012-01-18 05:31:00,331.0,1.0,2.0,5.0,0.0,0.0,1.0,36.0
Spinner,missing,100.0,Case256,deviant,Turning - Machine 8,ID4794,D,Machine 8 - Turning & Milling,26.0,0.0,621.0,2012-01-18 06:31:00,391.0,1.0,2.0,6.0,706.0,2200.0,9.0,36.0
Plug,missing,13.0,Case26,deviant,Turning & Milling - Machine 4,ID4794,B,Machine 4 - Turning & Milling,0.0,0.0,475.0,2012-01-18 06:32:00,392.0,1.0,2.0,6.0,476.0,755.0,3.0,36.0
Spur Gear,missing,251.0,Case10,deviant,Turning & Milling - Machine 9,ID4794,D,Machine 9 - Turning & Milling,37.0,0.0,403.0,2012-01-18 06:32:00,392.0,1.0,2.0,6.0,409.0,1167.0,5.0,36.0
Drill,missing,325.0,Case259,deviant,Turning & Milling - Machine 10,ID4794,D,Machine 10 - Grinding,17.0,0.0,407.0,2012-01-18 06:37:00,397.0,1.0,2.0,6.0,415.0,937.0,4.0,36.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 5,ID4932,D,Machine 5 - Turning & Milling,8.0,0.0,67.0,2012-01-18 06:39:00,399.0,1.0,2.0,6.0,68.0,68.0,2.0,36.0
Spur Gear,missing,251.0,Case10,deviant,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,4.0,0.0,25.0,2012-01-18 07:24:00,444.0,1.0,2.0,7.0,52.0,1219.0,6.0,36.0
Ballnut,missing,50.0,Case258,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,0.0,0.0,26.0,2012-01-18 07:41:00,461.0,1.0,2.0,7.0,1108.0,1901.0,4.0,36.0
Spur Gear,missing,20.0,Case13,regular,Turning Q.C.,ID4618,D,Quality Check 1,20.0,0.0,53.0,2012-01-18 07:43:00,463.0,1.0,2.0,7.0,403.0,986.0,5.0,36.0
Spur Gear,missing,20.0,Case13,regular,Laser Marking - Machine 7,ID4872,D,Machine 7- Laser Marking,20.0,0.0,40.0,2012-01-18 08:25:00,505.0,1.0,2.0,8.0,42.0,1028.0,6.0,36.0
Drill,missing,325.0,Case259,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,4.0,0.0,80.0,2012-01-18 08:30:00,510.0,1.0,2.0,8.0,113.0,1050.0,5.0,36.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0.0,0.0,98.0,2012-01-18 08:38:00,518.0,1.0,2.0,8.0,1237.0,3418.0,8.0,36.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 5,ID4429,B,Machine 5 - Turning & Milling,0.0,0.0,103.0,2012-01-18 08:44:00,524.0,1.0,2.0,8.0,125.0,193.0,3.0,36.0
Compound Dies,missing,18.0,Case263,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0.0,0.0,0.0,2012-01-18 09:00:00,540.0,1.0,2.0,9.0,1173.0,22920.0,14.0,36.0
Compound Dies,missing,18.0,Case263,regular,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0.0,0.0,62.0,2012-01-18 09:11:00,551.0,1.0,2.0,9.0,11.0,22931.0,15.0,36.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,0.0,0.0,75.0,2012-01-18 09:50:00,590.0,1.0,2.0,9.0,72.0,3490.0,9.0,36.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,0.0,0.0,80.0,2012-01-18 09:56:00,596.0,1.0,2.0,9.0,6.0,3496.0,10.0,36.0
Compound Dies,missing,18.0,Case263,regular,Round Grinding - Manual,ID4287,D,Machine 27 - Grinding,0.0,0.0,75.0,2012-01-18 10:15:00,615.0,1.0,2.0,10.0,64.0,22995.0,16.0,36.0
Spur Gear,missing,100.0,Case11,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,60.0,0.0,75.0,2012-01-18 11:29:00,689.0,1.0,2.0,11.0,93.0,3589.0,11.0,36.0
Spur Gear,missing,20.0,Case13,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,20.0,0.0,75.0,2012-01-18 11:42:00,702.0,1.0,2.0,11.0,197.0,1225.0,7.0,35.0
