static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
20000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714285714285714,17.0,15.0,110.0,0.9511897312113421,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,968.0,1023.0,928.0,6776.0,49.30179171862484,13.444580952380951,88.51983333333334,0.0,94.11206666666666,33.15042290411831,40.05725952380953,95.24121666666667,0.0,280.4008166666667,49.46920961926708,4.0,7.0,1.0,28.0,2.160246899469287,685.1428571428571,687.0,682.0,4796.0,2.3401261667248763
25000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.857142857142858,17.0,15.0,111.0,1.0690449676496971,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,969.5714285714286,1021.0,931.0,6787.0,47.4863388876462,12.806514285714286,87.85568333333333,0.0,89.6456,33.09682735589149,38.6744,89.6456,0.0,270.7208,47.423608575970384,4.0,7.0,1.0,28.0,2.160246899469287,685.8571428571429,688.0,683.0,4801.0,2.6726124191242553
20000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.571428571428571,16.0,15.0,109.0,0.5345224838248487,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,989.0,1019.0,950.0,6923.0,36.17549815367669,9.853157142857143,66.46945,0.0,68.9721,24.969655284008404,38.82338333333333,68.9721,0.0,271.76368333333335,36.208661487351996,4.0,7.0,1.0,28.0,2.160246899469287,683.8571428571429,686.0,682.0,4787.0,2.035400978396426
42500.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.428571428571429,16.0,15.0,108.0,0.5345224838248493,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,956.2857142857143,960.0,953.0,6694.0,3.4982989063393957,0.9358833333333332,5.48645,0.0,6.5511833333333325,2.0226988439998967,3.0451404761904763,6.551183333333333,0.0,21.315983333333335,3.2844519796822462,4.0,7.0,1.0,28.0,2.160246899469287,686.5714285714286,687.0,686.0,4806.0,0.5345224838248273
20000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.428571428571427,17.0,16.0,115.0,0.5345224838248493,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1022.5714285714286,1048.0,1007.0,7158.0,19.696506821068063,5.927138095238095,30.31615,0.0,41.48996666666667,11.089009249818766,15.938626190476189,41.48996666666667,0.0,111.57038333333333,19.795963897057348,4.142857142857143,8.0,1.0,29.0,2.410295378065479,684.1428571428571,687.0,683.0,4789.0,1.951800145897082
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.571428571428573,18.0,16.0,116.0,0.786795792469444,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1033.2857142857142,1109.0,1019.0,7233.0,33.54953693527565,12.952573809523809,81.68476666666666,0.0,90.66801666666666,30.44647833532649,14.622035714285715,90.66801666666667,0.0,102.35425000000001,33.682857590021506,4.0,7.0,1.0,28.0,2.160246899469287,683.5714285714286,688.0,682.0,4785.0,1.988059594776008
16000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,119.0,0.0,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1038.5714285714287,1040.0,1037.0,7270.0,1.397276262011579,0.3725714285714286,1.7281833333333334,0.0,2.608,0.6327252637740881,1.3116833333333333,2.608,0.0,9.181783333333334,1.2392498181023335,4.0,7.0,1.0,28.0,2.160246899469287,684.4285714285714,685.0,683.0,4791.0,0.9759000729485311
8000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,119.0,0.0,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1039.142857142857,1040.0,1038.0,7274.0,0.8997354108424614,0.4025285714285714,1.46735,0.0,2.8177,0.6090566310951325,1.6618642857142858,2.8177,0.0,11.63305,1.2583439761297006,4.0,7.0,1.0,28.0,2.160246899469287,684.8571428571429,686.0,684.0,4794.0,0.6900655593423716
50000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.857142857142858,20.0,18.0,132.0,1.0690449676496987,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1137.2857142857142,1212.0,1081.0,7961.0,69.57900613861976,18.68542619047619,128.98,0.0,130.79798333333332,48.636839040532934,56.08152619047619,130.79798333333332,0.0,392.5706833333333,69.5020478053124,4.0,7.0,1.0,28.0,2.160246899469287,688.5714285714286,692.0,686.0,4820.0,3.2071349029490825
6500.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.571428571428573,19.0,18.0,130.0,0.5345224838248489,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1137.4285714285713,1175.0,1089.0,7962.0,45.309517553736825,12.263116666666667,82.95438333333334,0.0,85.84181666666667,31.183289827260467,48.79724761904762,85.84181666666667,0.0,341.58073333333334,45.476892272929675,4.0,7.0,1.0,28.0,2.160246899469287,688.1428571428571,689.0,687.0,4817.0,1.069044967649709
17500.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.714285714285715,20.0,15.0,131.0,1.7043362064926928,2.142857142857143,3.0,2.0,15.0,0.37796447300922725,11.0,11.0,11.0,77.0,0.0,1159.5714285714287,1253.0,931.0,8117.0,107.86698157585437,171.5174047619048,1117.9414666666669,0.0,1200.6218333333336,418.3711645346136,195.00747380952382,1200.6218333333334,0.0,1365.0523166666667,445.0813879124016,4.0,7.0,1.0,28.0,2.160246899469287,689.4285714285714,696.0,682.0,4826.0,4.995235825502229
8000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.714285714285715,21.0,19.0,138.0,0.9511897312113419,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1220.142857142857,1272.0,1185.0,8541.0,44.01677169530032,12.468414285714287,73.6615,0.0,87.27890000000001,27.257479538022,35.35705238095238,87.2789,0.0,247.49936666666667,43.93766695449596,4.142857142857143,8.0,1.0,29.0,2.410295378065479,692.8571428571429,697.0,690.0,4850.0,3.579039509354991
3000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.428571428571427,20.0,19.0,136.0,0.5345224838248493,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1215.0,1244.0,1197.0,8505.0,22.737634001804125,6.69072619047619,34.401133333333334,0.0,46.83508333333333,12.708475306794782,18.258540476190475,46.83508333333333,0.0,127.80978333333333,22.68241909693222,4.142857142857143,8.0,1.0,29.0,2.410295378065479,691.8571428571429,694.0,691.0,4843.0,1.4638501094227951
9000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,140.0,0.0,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1213.2857142857142,1229.0,1209.0,8493.0,7.67494377209117,2.8827547619047613,10.433033333333332,0.0,20.17928333333333,4.602889456410669,4.636311904761905,20.17928333333333,0.0,32.45418333333333,7.680181142067779,4.142857142857143,8.0,1.0,29.0,2.410295378065479,692.7142857142857,693.0,692.0,4849.0,0.4879500364742869
10000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.428571428571427,21.0,20.0,143.0,0.5345224838248493,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1254.7142857142858,1280.0,1237.0,8783.0,22.12626106172095,6.263109523809524,38.40083333333333,0.0,43.841766666666665,14.228838623981284,18.163204761904762,43.841766666666665,0.0,127.14243333333334,22.2496086009909,4.0,7.0,1.0,28.0,2.160246899469287,694.2857142857143,696.0,693.0,4860.0,1.6035674514745353
15000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,20.428571428571427,21.0,20.0,143.0,0.5345224838248493,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1271.2857142857142,1316.0,1245.0,8899.0,32.57664953978678,10.11992380952381,53.66713333333333,0.0,70.83946666666667,19.937098396317133,26.027230952380954,70.83946666666667,0.0,182.19061666666667,32.55711147099308,4.0,7.0,1.0,28.0,2.160246899469287,695.5714285714286,697.0,693.0,4869.0,1.3972762620115442
6000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.142857142857142,21.0,20.0,141.0,0.3779644730092273,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1256.857142857143,1265.0,1255.0,8798.0,3.7606990231680455,0.4705428571428571,2.4234666666666667,0.0,3.2937999999999996,0.8860758979518724,2.1931023809523813,9.987116666666669,0.0,15.351716666666668,3.614794027281405,4.0,7.0,1.0,28.0,2.160246899469287,697.0,697.0,697.0,4879.0,0.0
23000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,147.0,0.0,2.0,2.0,2.0,14.0,0.0,11.0,11.0,11.0,77.0,0.0,1286.2857142857142,1300.0,1268.0,9004.0,16.799943310561975,4.583230952380952,30.396466666666665,0.0,32.08261666666667,11.389206347855023,18.326430952380953,32.08261666666667,0.0,128.28501666666668,16.884912163162852,4.0,7.0,1.0,28.0,2.160246899469287,697.0,697.0,697.0,4879.0,0.0
7500.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.285714285714285,21.0,16.0,142.0,1.8898223650461359,2.142857142857143,3.0,2.0,15.0,0.37796447300922725,11.0,11.0,11.0,77.0,0.0,1250.7142857142858,1308.0,1004.0,8755.0,109.28817301933798,165.61981904761905,1135.63455,0.0,1159.3387333333333,427.8020050530588,172.20684285714285,1159.3387333333333,0.0,1205.4479,435.41017079839384,4.0,7.0,1.0,28.0,2.160246899469287,695.2857142857143,698.0,682.0,4867.0,5.879747322073347
10000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.142857142857142,21.0,9.0,113.0,6.0670852812140215,2.4285714285714284,3.0,2.0,17.0,0.5345224838248487,11.0,11.0,11.0,77.0,0.0,994.0,1285.0,597.0,6958.0,362.35065889273613,109.4003523809524,752.1041833333334,0.0,765.8024666666668,283.4468413408452,326.94472619047616,768.8027333333333,0.0,2288.613083333333,407.40621913268245,4.0,7.0,1.0,28.0,2.160246899469287,703.0,710.0,698.0,4921.0,6.244997998398378
3000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.285714285714285,21.0,10.0,114.0,5.879747322073338,2.4285714285714284,3.0,2.0,17.0,0.5345224838248487,11.0,11.0,11.0,77.0,0.0,1018.0,1296.0,642.0,7126.0,346.11847682549393,114.01255714285715,786.0733666666666,0.0,798.0879,296.36303459431286,340.0177190476191,798.0879,0.0,2380.1240333333335,423.6456093827259,4.142857142857143,8.0,1.0,29.0,2.410295378065479,699.0,699.0,699.0,4893.0,0.0
10000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.857142857142858,21.0,20.0,146.0,0.3779644730092273,2.142857142857143,3.0,2.0,15.0,0.37796447300922725,11.0,11.0,11.0,77.0,0.0,1305.857142857143,1315.0,1258.0,9141.0,21.1142019458355,197.8675738095238,1382.95125,0.0,1385.0730166666667,522.5729955141169,198.44302380952382,1385.0730166666667,0.0,1389.1011666666668,523.2551276518931,4.0,7.0,1.0,28.0,2.160246899469287,692.2857142857143,694.0,683.0,4846.0,4.111540089159056
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.428571428571427,22.0,11.0,122.0,5.711308748355987,2.4285714285714284,3.0,2.0,17.0,0.5345224838248487,11.0,11.0,11.0,77.0,0.0,1078.4285714285713,1351.0,701.0,7549.0,339.53785117561245,118.31739999999999,789.4666,0.0,828.2217999999999,296.1698102839045,345.2613595238095,828.2218,0.0,2416.8295166666667,430.2720559324709,4.0,7.0,1.0,28.0,2.160246899469287,692.7142857142857,696.0,685.0,4849.0,4.461475305855881
25000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.714285714285715,23.0,11.0,131.0,5.707138387268052,2.4285714285714284,3.0,2.0,17.0,0.5345224838248487,11.0,11.0,11.0,77.0,0.0,1141.4285714285713,1384.0,712.0,7990.0,319.87385906679793,155.2639357142857,768.40905,0.0,1086.84755,294.71272905988695,375.64454761904756,1086.84755,0.0,2629.511833333333,479.6890459297,4.0,7.0,1.0,28.0,2.160246899469287,692.5714285714286,698.0,682.0,4848.0,6.996597812678749
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.285714285714286,14.0,0.0,37.0,6.651172470932869,3.0,3.0,3.0,21.0,0.0,11.0,11.0,11.0,77.0,0.0,330.42857142857144,846.0,7.0,2313.0,404.99994121104805,119.87701190476189,709.46035,0.0,839.1390833333332,264.1735728269373,323.36863095238095,839.1390833333334,0.0,2263.5804166666667,405.08469229870786,4.0,7.0,1.0,28.0,2.160246899469287,694.4285714285714,702.0,681.0,4861.0,9.589180410878743
