static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,112.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,878.0,887.0,873.0,7024.0,5.903993805649108,1.7008541666666666,8.5091,0.0,13.606833333333332,2.9688197447479965,4.6421,13.606833333333332,0.0,37.1368,5.655515068048235,4.5,8.0,1.0,36.0,2.449489742783178,368.0,368.0,368.0,2944.0,0.0
10000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,15.0,14.0,116.0,0.5345224838248496,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,905.375,919.0,894.0,7243.0,11.963486114005383,3.1603375,14.943283333333332,0.0,25.2827,5.373313153444544,11.301989583333333,25.2827,0.0,90.41591666666666,12.09729820533185,4.5,8.0,1.0,36.0,2.449489742783178,368.25,369.0,367.0,2946.0,0.8864052604279338
37000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,120.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,922.25,931.0,917.0,7378.0,6.204836822995442,1.6860875000000002,10.4075,0.0,13.488700000000001,3.5658687890351604,5.142460416666666,13.4887,0.0,41.13968333333333,6.139054100197665,4.5,8.0,1.0,36.0,2.449489742783178,369.125,371.0,368.0,2953.0,1.552647508520302
5000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,120.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,925.75,934.0,920.0,7406.0,6.627863262664023,1.7672479166666668,5.929266666666667,0.0,14.137983333333334,2.5273023352666466,5.913375,14.137983333333333,0.0,47.307,6.528003343009959,4.5,8.0,1.0,36.0,2.449489742783178,369.75,371.0,369.0,2958.0,1.035098339013539
13000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,120.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,949.125,954.0,947.0,7593.0,2.295181287579951,0.8014104166666666,3.905783333333333,0.0,6.411283333333333,1.3438512584199727,1.7968395833333333,6.411283333333333,0.0,14.374716666666666,2.0876013986576982,4.5,8.0,1.0,36.0,2.449489742783178,372.0,372.0,372.0,2976.0,0.0
20000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,128.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1001.125,1004.0,999.0,8009.0,2.031009601159012,0.6243937500000001,2.1155833333333334,0.0,4.995150000000001,0.8224712075791024,1.9127062499999998,4.99515,0.0,15.301649999999999,2.1119837161157036,4.5,8.0,1.0,36.0,2.449489742783178,373.25,374.0,373.0,2986.0,0.46291004988627443
28212.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.375,17.0,16.0,131.0,0.5175491695067644,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1016.875,1031.0,1008.0,8135.0,10.73628693463697,2.914308333333333,14.478516666666666,0.0,23.314466666666664,5.0026967709410615,8.942266666666667,23.314466666666668,0.0,71.53813333333333,10.880115383455342,4.5,8.0,1.0,36.0,2.449489742783178,374.25,375.0,374.0,2994.0,0.46291004988626916
10000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,17.0,16.0,132.0,0.5345224838248493,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1029.5,1042.0,1019.0,8236.0,11.376667852608382,2.8628625,16.727066666666666,0.0,22.9029,5.745488731775938,10.601872916666666,22.9029,0.0,84.81498333333333,11.18420234320734,4.5,8.0,1.0,36.0,2.449489742783178,374.5,375.0,374.0,2996.0,0.5345224838248654
25000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.125,19.0,18.0,145.0,0.3535533905932738,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1101.875,1179.0,1081.0,8815.0,32.39240431247511,12.264495833333333,79.67668333333333,0.0,98.11596666666667,27.5700373531,20.68645,98.11596666666668,0.0,165.4916,32.42671962611076,4.5,8.0,1.0,36.0,2.449489742783178,372.875,373.0,372.0,2983.0,0.3535533905932738
10000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,20.0,19.0,154.0,0.4629100498862759,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1190.75,1211.0,1184.0,9526.0,10.375107572592041,3.4077520833333335,9.467233333333333,0.0,27.262016666666668,4.534972641833418,7.104597916666666,27.262016666666668,0.0,56.83678333333333,10.391269426655066,4.5,8.0,1.0,36.0,2.449489742783178,374.375,375.0,374.0,2995.0,0.5175491695067702
6000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,20.0,19.0,156.0,0.5345224838248493,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1198.125,1233.0,1184.0,9585.0,17.282836242105297,6.083729166666666,26.5403,0.0,48.66983333333333,10.538586368262555,13.99934375,48.66983333333334,0.0,111.99475,17.25980072159817,4.5,8.0,1.0,36.0,2.449489742783178,374.875,375.0,374.0,2999.0,0.35355339059326946
12000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,160.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1224.875,1226.0,1224.0,9799.0,0.6408699444617474,0.1818020833333333,0.6150666666666667,0.0,1.4544166666666665,0.2289565917542845,0.8285666666666667,1.4544166666666667,0.0,6.628533333333333,0.5727432008561814,4.5,8.0,1.0,36.0,2.449489742783178,375.0,375.0,375.0,3000.0,0.0
5000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,21.0,20.0,164.0,0.5345224838248493,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1258.375,1279.0,1242.0,10067.0,18.368742860787044,4.652829166666666,19.722166666666663,0.0,37.22263333333333,8.397680666092436,16.613039583333332,37.22263333333333,0.0,132.90431666666666,18.269251025511956,4.5,8.0,1.0,36.0,2.449489742783178,376.0,377.0,375.0,3008.0,1.0690449676497134
25900.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,160.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1250.75,1255.0,1248.0,10006.0,3.058944729337729,0.8440124999999999,3.69015,0.0,6.7520999999999995,1.40611959285994,2.4876958333333334,6.7521,0.0,19.901566666666668,2.9853024579390586,4.5,8.0,1.0,36.0,2.449489742783178,376.0,376.0,376.0,3008.0,0.0
12500.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,21.0,20.0,166.0,0.4629100498862756,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1268.25,1287.0,1259.0,10146.0,9.361776388210547,3.47298125,15.827,0.0,27.78385,5.712961420407674,9.129854166666666,27.78385,0.0,73.03883333333333,9.326630222497426,4.5,8.0,1.0,36.0,2.449489742783178,376.625,378.0,376.0,3013.0,0.7440238091428463
7000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,168.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1283.625,1300.0,1273.0,10269.0,11.17315021443308,3.3977395833333333,17.49235,0.0,27.181916666666666,6.3713057049514905,10.495347916666665,27.181916666666663,0.0,83.96278333333332,11.290138918639467,4.5,8.0,1.0,36.0,2.449489742783178,377.625,379.0,377.0,3021.0,0.7440238091428658
15000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,168.0,0.0,1.0,1.0,1.0,8.0,0.0,10.0,10.0,10.0,80.0,0.0,1282.25,1285.0,1279.0,10258.0,2.964070560178093,0.75054375,4.8094,0.0,6.00435,1.658099691603803,3.1129166666666666,6.00435,0.0,24.903333333333332,2.9037855620819446,4.5,8.0,1.0,36.0,2.449489742783178,378.0,378.0,378.0,3024.0,0.0
10000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.875,22.0,10.0,119.0,5.986592162013855,1.625,2.0,1.0,13.0,0.5175491695067657,10.0,10.0,10.0,80.0,0.0,908.125,1334.0,614.0,7265.0,357.32795560541143,112.95093333333332,720.6118666666666,0.0,903.6074666666666,253.2750901988585,475.1590354166667,903.6074666666668,0.0,3801.2722833333337,397.9416888266402,4.5,8.0,1.0,36.0,2.449489742783178,386.875,391.0,380.0,3095.0,5.693040864574427
3250.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,23.0,10.0,132.0,6.948792289723033,1.5,2.0,1.0,12.0,0.5345224838248488,10.0,10.0,10.0,80.0,0.0,1017.375,1417.0,606.0,8139.0,426.7163452291396,80.85943750000001,629.2097833333333,0.0,646.8755000000001,221.6358339262119,321.3448520833333,646.8755,0.0,2570.7588166666665,343.16190634405564,4.5,8.0,1.0,36.0,2.449489742783178,388.5,392.0,385.0,3108.0,3.74165738677395
10000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,23.0,12.0,138.0,4.9208013284713825,2.25,3.0,1.0,18.0,1.0350983390135313,10.0,10.0,10.0,80.0,0.0,1080.25,1417.0,772.0,8642.0,288.3245938670016,301.5555,2235.21395,0.0,2412.444,783.7626566280089,1463.5150375,2412.444,0.0,11708.1203,1214.092103292944,4.5,8.0,1.0,36.0,2.449489742783178,401.75,412.0,386.0,3214.0,13.068500843085015
26000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.875,23.0,10.0,119.0,6.728139203587954,1.625,2.0,1.0,13.0,0.5175491695067657,10.0,10.0,10.0,80.0,0.0,929.5,1437.0,622.0,7436.0,420.2529850323153,78.837225,624.7925333333334,0.0,630.6978,220.6029354189789,392.32235625,630.6978,0.0,3138.57885,324.8228627066976,4.5,8.0,1.0,36.0,2.449489742783178,389.75,392.0,388.0,3118.0,1.6690459207925687
20000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,4.0,80.0,6.4142698058981855,2.0,2.0,2.0,16.0,0.0,10.0,10.0,10.0,80.0,0.0,639.375,993.0,292.0,5115.0,370.9204525809505,87.72976666666668,674.4507333333333,0.0,701.8381333333334,237.22475431519396,347.7911020833333,701.8381333333333,0.0,2782.3288166666666,371.23254460202116,4.5,8.0,1.0,36.0,2.449489742783178,394.125,398.0,391.0,3153.0,3.356762896431217
25000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,80.0,0.0,2.0,2.0,2.0,16.0,0.0,10.0,10.0,10.0,80.0,0.0,628.5,648.0,621.0,5028.0,11.856282240712265,3.453591666666666,20.28753333333333,0.0,27.62873333333333,6.899832010636199,7.937060416666666,27.628733333333333,0.0,63.49648333333333,11.840348105990245,4.5,8.0,1.0,36.0,2.449489742783178,390.875,392.0,389.0,3127.0,1.552647508520302
10000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,12.0,10.0,82.0,0.7071067811865476,2.0,2.0,2.0,16.0,0.0,10.0,10.0,10.0,80.0,0.0,642.875,722.0,629.0,5143.0,32.05547646547417,11.658366666666666,88.36543333333333,0.0,93.26693333333333,31.012650760311214,13.874218749999999,93.26693333333333,0.0,110.99374999999999,32.157542553480724,4.5,8.0,1.0,36.0,2.449489742783178,389.0,390.0,388.0,3112.0,1.0690449676496956
15000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.875,12.0,10.0,87.0,0.9910312089651151,2.0,2.0,2.0,16.0,0.0,10.0,10.0,10.0,80.0,0.0,687.75,748.0,639.0,5502.0,52.47244174666486,13.584054166666666,77.73573333333333,0.0,108.67243333333333,26.813456441189217,48.600049999999996,108.67243333333332,0.0,388.80039999999997,52.340009097021266,4.5,8.0,1.0,36.0,2.449489742783178,389.375,390.0,389.0,3115.0,0.5175491695067713
8250.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,88.0,0.0,2.0,2.0,2.0,16.0,0.0,10.0,10.0,10.0,80.0,0.0,683.875,707.0,665.0,5471.0,20.272694513979655,5.208941666666666,24.80728333333333,0.0,41.67153333333333,9.200746316994211,18.65139375,41.671533333333336,0.0,149.21115,20.249807892894243,4.5,8.0,1.0,36.0,2.449489742783178,390.125,391.0,390.0,3121.0,0.3535533905932711
