static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_CANCELLED-COMPLETE,agg__Activity_A_DECLINED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_CANCELLED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_DECLINED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_O_SENT-COMPLETE,agg__Activity_O_SENT_BACK-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Activity_W_Nabellen offertes-COMPLETE,agg__Activity_W_Nabellen offertes-SCHEDULE,agg__Activity_W_Nabellen offertes-START,agg__Activity_W_Valideren aanvraag-SCHEDULE,agg__Activity_W_Valideren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10789.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10899.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11029.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_11289.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
60000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.176470588235293,23.0,12.0,258.0,4.759665089552614,3.411764705882353,4.0,2.0,58.0,0.7952062255644572,11.0,11.0,11.0,187.0,0.0,939.4705882352941,1382.0,735.0,15971.0,272.42570492866923,1063.1892205882355,10379.1258,0.0,18074.216750000003,2918.8212339702154,4894.92215490196,18074.21675,0.0,83213.67663333332,7199.036292449893,9.0,17.0,1.0,153.0,5.049752469181039,745.7647058823529,771.0,686.0,12678.0,33.04642456409749
2000.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.764705882352942,23.0,10.0,234.0,5.285941398709243,3.588235294117647,4.0,3.0,61.0,0.5072996561958923,11.0,11.0,11.0,187.0,0.0,856.8235294117648,1406.0,658.0,14566.0,313.9962649646723,550.0006029411766,8612.604766666667,0.0,9350.010250000001,2084.382237885747,2077.5606098039216,9350.01025,0.0,35318.530366666666,3483.2828660491227,9.0,17.0,1.0,153.0,5.049752469181039,762.2352941176471,780.0,737.0,12958.0,13.330085388720837
15000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.294117647058824,23.0,11.0,243.0,4.524443417183391,4.176470588235294,5.0,3.0,71.0,0.727606875108999,11.0,11.0,11.0,187.0,0.0,899.7058823529412,1433.0,684.0,15295.0,276.81689902936796,130.60515588235293,1131.9022833333333,0.0,2220.2876499999998,312.35355330713605,1161.3266676470585,2220.28765,0.0,19742.553349999995,863.1216107108405,9.0,17.0,1.0,153.0,5.049752469181039,761.8235294117648,773.0,751.0,12951.0,9.926198253344825
20000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.941176470588236,17.0,0.0,169.0,5.792997801605984,4.0,5.0,2.0,68.0,0.6123724356957945,11.0,11.0,11.0,187.0,0.0,628.4705882352941,1057.0,9.0,10684.0,361.7708386615515,1078.1135774509803,11406.513283333335,0.0,18327.930816666667,3041.273855524465,2991.156103921569,18327.930816666667,0.0,50849.65376666667,5532.422709934105,9.0,17.0,1.0,153.0,5.049752469181039,750.8235294117648,774.0,691.0,12764.0,28.596842688742928
10000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.470588235294118,17.0,0.0,178.0,6.529908566155651,1.8823529411764706,4.0,0.0,32.0,2.057983021710106,11.0,11.0,11.0,187.0,0.0,643.7647058823529,1038.0,22.0,10944.0,391.2881817490411,311.8395509803921,3883.058566666666,0.0,5301.272366666666,939.8422426074762,2908.6323558823533,5301.272366666667,0.0,49446.75005,2434.0682199358607,9.0,17.0,1.0,153.0,5.049752469181039,772.2352941176471,789.0,759.0,13128.0,11.149716430052763
35000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.705882352941176,19.0,0.0,165.0,6.080344417489368,3.823529411764706,4.0,1.0,65.0,0.7276068751089989,11.0,11.0,11.0,187.0,0.0,606.0,1167.0,28.0,10302.0,361.64398930439864,968.2326784313726,10515.981683333333,0.0,16459.955533333334,2767.890534261005,2695.603734313725,16459.955533333334,0.0,45825.26348333333,5023.837185911496,9.0,17.0,1.0,153.0,5.049752469181039,754.5294117647059,778.0,685.0,12827.0,32.947150193641214
37500.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.941176470588236,20.0,2.0,186.0,5.994482757453871,3.3529411764705883,4.0,0.0,57.0,1.4552137502179978,11.0,11.0,11.0,187.0,0.0,706.7058823529412,1228.0,174.0,12014.0,353.04421902678894,993.775218627451,10491.029883333333,0.0,16894.178716666665,2669.710290592692,4344.300125490196,16894.178716666665,0.0,73853.10213333332,6504.038720474188,9.0,17.0,1.0,153.0,5.049752469181039,746.8235294117648,785.0,687.0,12696.0,39.44178509860707
7500.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.705882352941176,20.0,9.0,199.0,3.423534465328795,3.8823529411764706,5.0,0.0,66.0,1.0537049480984033,11.0,11.0,11.0,187.0,0.0,736.1176470588235,1254.0,573.0,12514.0,201.9046440627794,887.1420607843137,10392.4223,0.0,15081.415033333333,2582.738626580702,3551.4874127450976,15081.415033333333,0.0,60375.28601666666,5678.496065586031,9.0,17.0,1.0,153.0,5.049752469181039,756.8823529411765,790.0,685.0,12867.0,43.89174517056315
5000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.058823529411764,21.0,9.0,205.0,3.578941677285587,4.0,4.0,4.0,68.0,0.0,11.0,11.0,11.0,187.0,0.0,762.3529411764706,1295.0,576.0,12960.0,214.00903636776377,635.2634215686275,10613.108616666666,0.0,10799.478166666666,2571.4093180940517,1372.4056294117647,10799.478166666666,0.0,23330.8957,3548.980245920936,9.0,17.0,1.0,153.0,5.049752469181039,764.2352941176471,791.0,688.0,12992.0,30.772409338083822
8500.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.705882352941176,14.0,10.0,216.0,1.7235394498804244,4.0588235294117645,5.0,4.0,69.0,0.242535625036333,11.0,11.0,11.0,187.0,0.0,790.2941176470588,880.0,617.0,13435.0,114.54680522928292,684.2895284313727,11369.762916666668,0.0,11632.921983333335,2753.8934923736397,851.0948872549021,11632.921983333335,0.0,14468.613083333335,2780.725702957742,9.0,17.0,1.0,153.0,5.049752469181039,757.4117647058823,780.0,692.0,12876.0,20.460507152589745
10500.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,170.0,0.0,4.0,4.0,4.0,68.0,0.0,11.0,11.0,11.0,187.0,0.0,630.8235294117648,638.0,620.0,10724.0,7.264944030390498,1.0131686274509806,8.693933333333334,0.0,17.22386666666667,2.4551185512426152,10.255098039215685,17.223866666666666,0.0,174.33666666666664,7.106574300901387,9.0,17.0,1.0,153.0,5.049752469181039,782.9411764705883,783.0,782.0,13310.0,0.24253562503633988
25000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.647058823529411,17.0,11.0,215.0,1.411611511296054,3.8823529411764706,4.0,2.0,66.0,0.48507125007266594,11.0,11.0,11.0,187.0,0.0,780.7647058823529,1066.0,701.0,13273.0,81.66741196138511,1037.976500980392,10082.222366666667,0.0,17645.600516666665,2950.6005070172687,3467.922203921569,17645.600516666665,0.0,58954.67746666667,5702.462572340775,9.0,17.0,1.0,153.0,5.049752469181039,743.2352941176471,766.0,690.0,12635.0,34.54440875844582
6000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,15.0,10.0,238.0,1.6583123951777001,3.8823529411764706,4.0,2.0,66.0,0.48507125007266594,11.0,11.0,11.0,187.0,0.0,870.3529411764706,941.0,642.0,14796.0,109.38232328424381,418.6619205882354,6901.572416666668,0.0,7117.252650000001,1671.3248780692652,568.8612617647059,7117.25265,0.0,9670.64145,1689.988891022542,9.0,17.0,1.0,153.0,5.049752469181039,759.0,767.0,741.0,12903.0,6.123724356957929
7500.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.529411764705882,21.0,11.0,247.0,3.5552364031598436,3.176470588235294,5.0,0.0,54.0,1.8451048113063608,11.0,11.0,11.0,187.0,0.0,906.1764705882352,1261.0,717.0,15405.0,212.0534234851319,283.43760490196075,2689.7011166666666,0.0,4818.439283333333,682.0703983732968,1344.4340480392157,4818.439283333333,0.0,22855.378816666667,1905.7609131201912,9.0,17.0,1.0,153.0,5.049752469181039,759.2352941176471,769.0,743.0,12907.0,8.933989952456182
15000.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.588235294117647,16.0,12.0,248.0,1.769845456862398,4.176470588235294,5.0,4.0,71.0,0.3929526239966879,11.0,11.0,11.0,187.0,0.0,910.4705882352941,1003.0,751.0,15478.0,107.28590171072035,673.9253686274509,11267.695633333333,0.0,11456.731266666666,2730.201862311952,2127.147018627451,11456.731266666666,0.0,36161.49931666667,4451.943027958902,9.0,17.0,1.0,153.0,5.049752469181039,744.7647058823529,761.0,692.0,12661.0,25.346423346708853
8000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,15.176470588235293,20.0,12.0,258.0,2.4808086916781558,3.0588235294117645,5.0,0.0,52.0,2.075770586893398,11.0,11.0,11.0,187.0,0.0,935.7058823529412,1236.0,720.0,15907.0,159.4650293582743,277.44769607843136,2665.6504833333333,0.0,4716.610833333333,676.0808462281822,1705.3982901960785,4716.610833333333,0.0,28991.770933333333,1916.2240209694726,9.0,17.0,1.0,153.0,5.049752469181039,755.0,769.0,742.0,12835.0,6.642665127793218
8000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.294117647058824,20.0,12.0,260.0,1.862951484954484,4.0,5.0,2.0,68.0,0.6123724356957945,11.0,11.0,11.0,187.0,0.0,944.8235294117648,1252.0,748.0,16062.0,113.97161669365185,1038.946061764706,11280.13895,0.0,17662.08305,3042.507859421221,2446.6016323529416,17662.08305,0.0,41592.227750000005,5420.997880235926,9.0,17.0,1.0,153.0,5.049752469181039,743.7647058823529,755.0,692.0,12644.0,23.93357843011756
5000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.352941176470587,19.0,13.0,295.0,2.1195865301571266,4.0588235294117645,5.0,4.0,69.0,0.242535625036333,11.0,11.0,11.0,187.0,0.0,1059.3529411764705,1163.0,813.0,18009.0,131.0476731844515,672.5544333333333,11169.87185,0.0,11433.425366666666,2705.440987804668,837.459006862745,11433.425366666665,0.0,14236.803116666666,2732.9311527610766,9.0,17.0,1.0,153.0,5.049752469181039,751.7647058823529,757.0,689.0,12780.0,16.23087109401674
10000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11764705882353,20.0,13.0,274.0,1.6912404079985375,4.0588235294117645,5.0,3.0,69.0,0.4287464628562721,11.058823529411764,12.0,11.0,188.0,0.242535625036333,1001.6470588235294,1243.0,788.0,17028.0,115.22854527875818,1120.518105882353,11237.726633333335,0.0,19048.807800000002,3195.969074479618,2543.962155882353,19048.8078,0.0,43247.35665,5661.62506954731,9.0,17.0,1.0,153.0,5.049752469181039,743.7058823529412,756.0,690.0,12643.0,25.339605131795103
15000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,12.0,255.0,2.5980762113533156,4.470588235294118,5.0,4.0,76.0,0.5144957554275267,11.0,11.0,11.0,187.0,0.0,918.0588235294117,1224.0,772.0,15607.0,158.51122617508642,76.62615686274509,987.8376333333333,0.0,1302.6446666666666,240.09598623943089,677.5947833333333,1302.6446666666666,0.0,11519.111316666667,611.525241760119,9.0,17.0,1.0,153.0,5.049752469181039,754.1176470588235,758.0,751.0,12820.0,2.891417319870545
17500.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,16.764705882352942,18.0,13.0,285.0,1.5624264688580505,4.0588235294117645,5.0,4.0,69.0,0.242535625036333,11.0,11.0,11.0,187.0,0.0,1035.1176470588234,1099.0,799.0,17597.0,92.94614190012213,670.0297549019607,11220.7433,0.0,11390.505833333333,2719.0829077332087,784.1739274509804,11390.505833333333,0.0,13330.956766666666,2734.0930728944877,9.0,17.0,1.0,153.0,5.049752469181039,752.2352941176471,757.0,690.0,12788.0,16.04886838598249
