sepal_length,sepal_width,petal_length,petal_width,Result
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
