sepal_length,sepal_width,petal_length,petal_width,Result
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.9, 2.49]",Negative
"(4.91, 5.96]","(2.7, 3.1]","(5.1, 6.29]","(1.3, 1.9]",Negative
