static__AMOUNT_REQ,index__hour_0,index__weekday_0,index__month_0,index__timesincemidnight_0,index__timesincelastevent_0,index__timesincecasestart_0,index__event_nr_0,index__open_cases_0,index__Activity_0_A_SUBMITTED-COMPLETE,index__Resource_0_112.0
7500.0,20.0,4.0,10.0,1256.0,0.0,0.0,1.0,659.0,1.0,1.0
20000.0,21.0,4.0,10.0,1300.0,0.0,0.0,1.0,656.0,1.0,1.0
10000.0,23.0,4.0,10.0,1385.0,0.0,0.0,1.0,656.0,1.0,1.0
12500.0,5.0,5.0,10.0,318.0,0.0,0.0,1.0,657.0,1.0,1.0
5000.0,11.0,5.0,10.0,679.0,0.0,0.0,1.0,657.0,1.0,1.0
13500.0,12.0,5.0,10.0,746.0,0.0,0.0,1.0,654.0,1.0,1.0
6000.0,12.0,5.0,10.0,756.0,0.0,0.0,1.0,655.0,1.0,1.0
25000.0,12.0,5.0,10.0,777.0,0.0,0.0,1.0,654.0,1.0,1.0
7500.0,14.0,5.0,10.0,850.0,0.0,0.0,1.0,654.0,1.0,1.0
5000.0,14.0,5.0,10.0,858.0,0.0,0.0,1.0,655.0,1.0,1.0
10000.0,15.0,5.0,10.0,955.0,0.0,0.0,1.0,656.0,1.0,1.0
8000.0,16.0,5.0,10.0,963.0,0.0,0.0,1.0,657.0,1.0,1.0
17500.0,17.0,5.0,10.0,1021.0,0.0,0.0,1.0,656.0,1.0,1.0
29000.0,17.0,5.0,10.0,1049.0,0.0,0.0,1.0,656.0,1.0,1.0
5000.0,18.0,5.0,10.0,1127.0,0.0,0.0,1.0,655.0,1.0,1.0
3000.0,18.0,5.0,10.0,1136.0,0.0,0.0,1.0,657.0,1.0,1.0
10000.0,18.0,5.0,10.0,1136.0,0.0,0.0,1.0,658.0,1.0,1.0
8000.0,19.0,5.0,10.0,1181.0,0.0,0.0,1.0,659.0,1.0,1.0
4000.0,20.0,5.0,10.0,1252.0,0.0,0.0,1.0,661.0,1.0,1.0
10000.0,20.0,5.0,10.0,1255.0,0.0,0.0,1.0,662.0,1.0,1.0
10000.0,21.0,5.0,10.0,1261.0,0.0,0.0,1.0,663.0,1.0,1.0
5500.0,22.0,5.0,10.0,1325.0,0.0,0.0,1.0,664.0,1.0,1.0
10000.0,0.0,6.0,10.0,39.0,0.0,0.0,1.0,667.0,1.0,1.0
5000.0,1.0,6.0,10.0,79.0,0.0,0.0,1.0,668.0,1.0,1.0
15000.0,3.0,6.0,10.0,225.0,0.0,0.0,1.0,669.0,1.0,1.0
5000.0,10.0,6.0,10.0,613.0,0.0,0.0,1.0,671.0,1.0,1.0
12000.0,11.0,6.0,10.0,673.0,0.0,0.0,1.0,673.0,1.0,1.0
16100.0,12.0,6.0,10.0,737.0,0.0,0.0,1.0,675.0,1.0,1.0
30000.0,12.0,6.0,10.0,739.0,0.0,0.0,1.0,676.0,1.0,1.0
35000.0,12.0,6.0,10.0,741.0,0.0,0.0,1.0,677.0,1.0,1.0
8000.0,13.0,6.0,10.0,809.0,0.0,0.0,1.0,679.0,1.0,1.0
5000.0,15.0,6.0,10.0,920.0,0.0,0.0,1.0,681.0,1.0,1.0
13000.0,17.0,6.0,10.0,1055.0,0.0,0.0,1.0,686.0,1.0,1.0
50000.0,19.0,6.0,10.0,1145.0,0.0,0.0,1.0,688.0,1.0,1.0
3600.0,20.0,6.0,10.0,1205.0,0.0,0.0,1.0,689.0,1.0,1.0
9000.0,20.0,6.0,10.0,1234.0,0.0,0.0,1.0,691.0,1.0,1.0
2500.0,21.0,6.0,10.0,1286.0,0.0,0.0,1.0,694.0,1.0,1.0
10000.0,22.0,6.0,10.0,1326.0,0.0,0.0,1.0,697.0,1.0,1.0
10000.0,22.0,6.0,10.0,1368.0,0.0,0.0,1.0,698.0,1.0,1.0
5000.0,22.0,6.0,10.0,1368.0,0.0,0.0,1.0,699.0,1.0,1.0
19000.0,22.0,6.0,10.0,1376.0,0.0,0.0,1.0,700.0,1.0,1.0
6000.0,23.0,6.0,10.0,1438.0,0.0,0.0,1.0,700.0,1.0,1.0
3000.0,0.0,0.0,10.0,7.0,0.0,0.0,1.0,701.0,1.0,1.0
30000.0,0.0,0.0,10.0,42.0,0.0,0.0,1.0,702.0,1.0,1.0
9000.0,1.0,0.0,10.0,67.0,0.0,0.0,1.0,703.0,1.0,1.0
15000.0,8.0,0.0,10.0,512.0,0.0,0.0,1.0,705.0,1.0,1.0
16500.0,10.0,0.0,10.0,609.0,0.0,0.0,1.0,702.0,1.0,1.0
8500.0,10.0,0.0,10.0,634.0,0.0,0.0,1.0,702.0,1.0,1.0
25000.0,11.0,0.0,10.0,680.0,0.0,0.0,1.0,697.0,1.0,1.0
5000.0,11.0,0.0,10.0,685.0,0.0,0.0,1.0,698.0,1.0,1.0
5000.0,12.0,0.0,10.0,761.0,0.0,0.0,1.0,687.0,1.0,1.0
7500.0,12.0,0.0,10.0,774.0,0.0,0.0,1.0,683.0,1.0,1.0
25000.0,13.0,0.0,10.0,795.0,0.0,0.0,1.0,680.0,1.0,1.0
4000.0,14.0,0.0,10.0,864.0,0.0,0.0,1.0,677.0,1.0,1.0
15000.0,14.0,0.0,10.0,869.0,0.0,0.0,1.0,677.0,1.0,1.0
12500.0,14.0,0.0,10.0,872.0,0.0,0.0,1.0,677.0,1.0,1.0
9000.0,15.0,0.0,10.0,924.0,0.0,0.0,1.0,671.0,1.0,1.0
10000.0,15.0,0.0,10.0,930.0,0.0,0.0,1.0,670.0,1.0,1.0
37000.0,15.0,0.0,10.0,933.0,0.0,0.0,1.0,671.0,1.0,1.0
7000.0,15.0,0.0,10.0,941.0,0.0,0.0,1.0,669.0,1.0,1.0
15000.0,15.0,0.0,10.0,947.0,0.0,0.0,1.0,670.0,1.0,1.0
20000.0,15.0,0.0,10.0,954.0,0.0,0.0,1.0,670.0,1.0,1.0
35000.0,16.0,0.0,10.0,963.0,0.0,0.0,1.0,671.0,1.0,1.0
10000.0,17.0,0.0,10.0,1045.0,0.0,0.0,1.0,666.0,1.0,1.0
42300.0,17.0,0.0,10.0,1055.0,0.0,0.0,1.0,662.0,1.0,1.0
10000.0,18.0,0.0,10.0,1084.0,0.0,0.0,1.0,661.0,1.0,1.0
12000.0,18.0,0.0,10.0,1108.0,0.0,0.0,1.0,662.0,1.0,1.0
17000.0,18.0,0.0,10.0,1116.0,0.0,0.0,1.0,663.0,1.0,1.0
5500.0,18.0,0.0,10.0,1118.0,0.0,0.0,1.0,664.0,1.0,1.0
15000.0,19.0,0.0,10.0,1144.0,0.0,0.0,1.0,667.0,1.0,1.0
10000.0,20.0,0.0,10.0,1202.0,0.0,0.0,1.0,668.0,1.0,1.0
10000.0,20.0,0.0,10.0,1208.0,0.0,0.0,1.0,670.0,1.0,1.0
25000.0,20.0,0.0,10.0,1220.0,0.0,0.0,1.0,670.0,1.0,1.0
15000.0,20.0,0.0,10.0,1234.0,0.0,0.0,1.0,672.0,1.0,1.0
9000.0,20.0,0.0,10.0,1243.0,0.0,0.0,1.0,673.0,1.0,1.0
3800.0,20.0,0.0,10.0,1245.0,0.0,0.0,1.0,674.0,1.0,1.0
5000.0,20.0,0.0,10.0,1252.0,0.0,0.0,1.0,673.0,1.0,1.0
25000.0,21.0,0.0,10.0,1264.0,0.0,0.0,1.0,673.0,1.0,1.0
9000.0,21.0,0.0,10.0,1266.0,0.0,0.0,1.0,674.0,1.0,1.0
2500.0,21.0,0.0,10.0,1268.0,0.0,0.0,1.0,675.0,1.0,1.0
5500.0,21.0,0.0,10.0,1279.0,0.0,0.0,1.0,677.0,1.0,1.0
6900.0,21.0,0.0,10.0,1283.0,0.0,0.0,1.0,678.0,1.0,1.0
17500.0,22.0,0.0,10.0,1332.0,0.0,0.0,1.0,678.0,1.0,1.0
8000.0,22.0,0.0,10.0,1376.0,0.0,0.0,1.0,679.0,1.0,1.0
18000.0,3.0,1.0,11.0,204.0,0.0,0.0,1.0,683.0,1.0,1.0
15000.0,3.0,1.0,11.0,225.0,0.0,0.0,1.0,684.0,1.0,1.0
12000.0,10.0,1.0,11.0,603.0,0.0,0.0,1.0,685.0,1.0,1.0
6000.0,10.0,1.0,11.0,644.0,0.0,0.0,1.0,680.0,1.0,1.0
7000.0,11.0,1.0,11.0,662.0,0.0,0.0,1.0,680.0,1.0,1.0
5000.0,11.0,1.0,11.0,667.0,0.0,0.0,1.0,681.0,1.0,1.0
5000.0,11.0,1.0,11.0,681.0,0.0,0.0,1.0,682.0,1.0,1.0
5000.0,11.0,1.0,11.0,683.0,0.0,0.0,1.0,683.0,1.0,1.0
20000.0,11.0,1.0,11.0,708.0,0.0,0.0,1.0,682.0,1.0,1.0
6000.0,12.0,1.0,11.0,732.0,0.0,0.0,1.0,683.0,1.0,1.0
12500.0,12.0,1.0,11.0,748.0,0.0,0.0,1.0,681.0,1.0,1.0
17000.0,12.0,1.0,11.0,758.0,0.0,0.0,1.0,681.0,1.0,1.0
8000.0,13.0,1.0,11.0,793.0,0.0,0.0,1.0,682.0,1.0,1.0
35000.0,14.0,1.0,11.0,852.0,0.0,0.0,1.0,677.0,1.0,1.0
30000.0,14.0,1.0,11.0,859.0,0.0,0.0,1.0,678.0,1.0,1.0
5000.0,14.0,1.0,11.0,870.0,0.0,0.0,1.0,680.0,1.0,1.0
10000.0,14.0,1.0,11.0,887.0,0.0,0.0,1.0,683.0,1.0,1.0
15800.0,15.0,1.0,11.0,910.0,0.0,0.0,1.0,686.0,1.0,1.0
5000.0,15.0,1.0,11.0,931.0,0.0,0.0,1.0,685.0,1.0,1.0
20000.0,15.0,1.0,11.0,932.0,0.0,0.0,1.0,686.0,1.0,1.0
6000.0,16.0,1.0,11.0,1010.0,0.0,0.0,1.0,682.0,1.0,1.0
10000.0,19.0,1.0,11.0,1159.0,0.0,0.0,1.0,681.0,1.0,1.0
7000.0,20.0,1.0,11.0,1214.0,0.0,0.0,1.0,678.0,1.0,1.0
25000.0,21.0,1.0,11.0,1261.0,0.0,0.0,1.0,675.0,1.0,1.0
14000.0,21.0,1.0,11.0,1295.0,0.0,0.0,1.0,677.0,1.0,1.0
15000.0,21.0,1.0,11.0,1304.0,0.0,0.0,1.0,677.0,1.0,1.0
6872.0,21.0,1.0,11.0,1308.0,0.0,0.0,1.0,678.0,1.0,1.0
7500.0,22.0,1.0,11.0,1330.0,0.0,0.0,1.0,679.0,1.0,1.0
4000.0,22.0,1.0,11.0,1358.0,0.0,0.0,1.0,680.0,1.0,1.0
25000.0,22.0,1.0,11.0,1360.0,0.0,0.0,1.0,681.0,1.0,1.0
15000.0,22.0,1.0,11.0,1360.0,0.0,0.0,1.0,682.0,1.0,1.0
5500.0,23.0,1.0,11.0,1399.0,0.0,0.0,1.0,687.0,1.0,1.0
30000.0,23.0,1.0,11.0,1439.0,0.0,0.0,1.0,688.0,1.0,1.0
5000.0,0.0,2.0,11.0,2.0,0.0,0.0,1.0,689.0,1.0,1.0
8000.0,0.0,2.0,11.0,8.0,0.0,0.0,1.0,690.0,1.0,1.0
25000.0,9.0,2.0,11.0,554.0,0.0,0.0,1.0,693.0,1.0,1.0
5000.0,9.0,2.0,11.0,579.0,0.0,0.0,1.0,692.0,1.0,1.0
8000.0,10.0,2.0,11.0,615.0,0.0,0.0,1.0,685.0,1.0,1.0
30000.0,10.0,2.0,11.0,622.0,0.0,0.0,1.0,683.0,1.0,1.0
20000.0,10.0,2.0,11.0,626.0,0.0,0.0,1.0,684.0,1.0,1.0
30000.0,10.0,2.0,11.0,656.0,0.0,0.0,1.0,684.0,1.0,1.0
30000.0,11.0,2.0,11.0,662.0,0.0,0.0,1.0,683.0,1.0,1.0
15000.0,11.0,2.0,11.0,662.0,0.0,0.0,1.0,684.0,1.0,1.0
30000.0,11.0,2.0,11.0,672.0,0.0,0.0,1.0,685.0,1.0,1.0
17500.0,11.0,2.0,11.0,676.0,0.0,0.0,1.0,686.0,1.0,1.0
6000.0,11.0,2.0,11.0,700.0,0.0,0.0,1.0,687.0,1.0,1.0
7500.0,11.0,2.0,11.0,707.0,0.0,0.0,1.0,687.0,1.0,1.0
4000.0,11.0,2.0,11.0,717.0,0.0,0.0,1.0,686.0,1.0,1.0
3500.0,11.0,2.0,11.0,717.0,0.0,0.0,1.0,687.0,1.0,1.0
20000.0,11.0,2.0,11.0,719.0,0.0,0.0,1.0,688.0,1.0,1.0
13000.0,12.0,2.0,11.0,739.0,0.0,0.0,1.0,686.0,1.0,1.0
8000.0,12.0,2.0,11.0,769.0,0.0,0.0,1.0,688.0,1.0,1.0
5000.0,12.0,2.0,11.0,770.0,0.0,0.0,1.0,689.0,1.0,1.0
5000.0,12.0,2.0,11.0,770.0,0.0,0.0,1.0,690.0,1.0,1.0
16000.0,12.0,2.0,11.0,777.0,0.0,0.0,1.0,689.0,1.0,1.0
20000.0,13.0,2.0,11.0,807.0,0.0,0.0,1.0,687.0,1.0,1.0
10000.0,13.0,2.0,11.0,814.0,0.0,0.0,1.0,687.0,1.0,1.0
6000.0,13.0,2.0,11.0,830.0,0.0,0.0,1.0,687.0,1.0,1.0
9000.0,14.0,2.0,11.0,858.0,0.0,0.0,1.0,686.0,1.0,1.0
12000.0,14.0,2.0,11.0,868.0,0.0,0.0,1.0,687.0,1.0,1.0
16000.0,15.0,2.0,11.0,902.0,0.0,0.0,1.0,688.0,1.0,1.0
14000.0,15.0,2.0,11.0,918.0,0.0,0.0,1.0,687.0,1.0,1.0
20000.0,15.0,2.0,11.0,928.0,0.0,0.0,1.0,687.0,1.0,1.0
25000.0,15.0,2.0,11.0,931.0,0.0,0.0,1.0,688.0,1.0,1.0
20000.0,15.0,2.0,11.0,950.0,0.0,0.0,1.0,686.0,1.0,1.0
42500.0,15.0,2.0,11.0,953.0,0.0,0.0,1.0,687.0,1.0,1.0
20000.0,16.0,2.0,11.0,1007.0,0.0,0.0,1.0,683.0,1.0,1.0
5000.0,16.0,2.0,11.0,1019.0,0.0,0.0,1.0,683.0,1.0,1.0
16000.0,17.0,2.0,11.0,1037.0,0.0,0.0,1.0,683.0,1.0,1.0
8000.0,17.0,2.0,11.0,1038.0,0.0,0.0,1.0,684.0,1.0,1.0
50000.0,18.0,2.0,11.0,1081.0,0.0,0.0,1.0,686.0,1.0,1.0
6500.0,18.0,2.0,11.0,1089.0,0.0,0.0,1.0,687.0,1.0,1.0
17500.0,19.0,2.0,11.0,1170.0,0.0,0.0,1.0,688.0,1.0,1.0
8000.0,19.0,2.0,11.0,1185.0,0.0,0.0,1.0,690.0,1.0,1.0
3000.0,19.0,2.0,11.0,1197.0,0.0,0.0,1.0,691.0,1.0,1.0
9000.0,20.0,2.0,11.0,1209.0,0.0,0.0,1.0,693.0,1.0,1.0
10000.0,20.0,2.0,11.0,1237.0,0.0,0.0,1.0,693.0,1.0,1.0
15000.0,20.0,2.0,11.0,1245.0,0.0,0.0,1.0,695.0,1.0,1.0
6000.0,20.0,2.0,11.0,1255.0,0.0,0.0,1.0,697.0,1.0,1.0
23000.0,21.0,2.0,11.0,1268.0,0.0,0.0,1.0,697.0,1.0,1.0
7500.0,21.0,2.0,11.0,1284.0,0.0,0.0,1.0,697.0,1.0,1.0
10000.0,21.0,2.0,11.0,1284.0,0.0,0.0,1.0,698.0,1.0,1.0
3000.0,21.0,2.0,11.0,1295.0,0.0,0.0,1.0,699.0,1.0,1.0
10000.0,21.0,2.0,11.0,1313.0,0.0,0.0,1.0,694.0,1.0,1.0
5000.0,22.0,2.0,11.0,1350.0,0.0,0.0,1.0,696.0,1.0,1.0
25000.0,23.0,2.0,11.0,1383.0,0.0,0.0,1.0,698.0,1.0,1.0
5000.0,0.0,3.0,11.0,7.0,0.0,0.0,1.0,702.0,1.0,1.0
18000.0,10.0,3.0,11.0,606.0,0.0,0.0,1.0,710.0,1.0,1.0
35000.0,11.0,3.0,11.0,672.0,0.0,0.0,1.0,698.0,1.0,1.0
15000.0,11.0,3.0,11.0,697.0,0.0,0.0,1.0,692.0,1.0,1.0
3500.0,12.0,3.0,11.0,729.0,0.0,0.0,1.0,685.0,1.0,1.0
10000.0,12.0,3.0,11.0,730.0,0.0,0.0,1.0,686.0,1.0,1.0
15000.0,12.0,3.0,11.0,750.0,0.0,0.0,1.0,685.0,1.0,1.0
5000.0,13.0,3.0,11.0,793.0,0.0,0.0,1.0,684.0,1.0,1.0
28000.0,14.0,3.0,11.0,850.0,0.0,0.0,1.0,682.0,1.0,1.0
5000.0,14.0,3.0,11.0,854.0,0.0,0.0,1.0,683.0,1.0,1.0
7500.0,14.0,3.0,11.0,864.0,0.0,0.0,1.0,684.0,1.0,1.0
9000.0,14.0,3.0,11.0,875.0,0.0,0.0,1.0,683.0,1.0,1.0
10000.0,14.0,3.0,11.0,879.0,0.0,0.0,1.0,684.0,1.0,1.0
10000.0,14.0,3.0,11.0,892.0,0.0,0.0,1.0,683.0,1.0,1.0
9000.0,15.0,3.0,11.0,901.0,0.0,0.0,1.0,684.0,1.0,1.0
10000.0,15.0,3.0,11.0,948.0,0.0,0.0,1.0,683.0,1.0,1.0
5000.0,16.0,3.0,11.0,967.0,0.0,0.0,1.0,680.0,1.0,1.0
7000.0,16.0,3.0,11.0,967.0,0.0,0.0,1.0,681.0,1.0,1.0
25000.0,16.0,3.0,11.0,997.0,0.0,0.0,1.0,682.0,1.0,1.0
10000.0,16.0,3.0,11.0,1011.0,0.0,0.0,1.0,682.0,1.0,1.0
8000.0,16.0,3.0,11.0,1015.0,0.0,0.0,1.0,683.0,1.0,1.0
3000.0,17.0,3.0,11.0,1069.0,0.0,0.0,1.0,679.0,1.0,1.0
15000.0,17.0,3.0,11.0,1069.0,0.0,0.0,1.0,680.0,1.0,1.0
35600.0,18.0,3.0,11.0,1085.0,0.0,0.0,1.0,681.0,1.0,1.0
15000.0,18.0,3.0,11.0,1089.0,0.0,0.0,1.0,682.0,1.0,1.0
3500.0,18.0,3.0,11.0,1104.0,0.0,0.0,1.0,682.0,1.0,1.0
10000.0,19.0,3.0,11.0,1155.0,0.0,0.0,1.0,681.0,1.0,1.0
3500.0,19.0,3.0,11.0,1165.0,0.0,0.0,1.0,682.0,1.0,1.0
6500.0,20.0,3.0,11.0,1229.0,0.0,0.0,1.0,683.0,1.0,1.0
8000.0,20.0,3.0,11.0,1237.0,0.0,0.0,1.0,685.0,1.0,1.0
5000.0,21.0,3.0,11.0,1291.0,0.0,0.0,1.0,682.0,1.0,1.0
10000.0,21.0,3.0,11.0,1299.0,0.0,0.0,1.0,682.0,1.0,1.0
20000.0,21.0,3.0,11.0,1306.0,0.0,0.0,1.0,682.0,1.0,1.0
8000.0,22.0,3.0,11.0,1338.0,0.0,0.0,1.0,681.0,1.0,1.0
8000.0,22.0,3.0,11.0,1347.0,0.0,0.0,1.0,682.0,1.0,1.0
32000.0,23.0,3.0,11.0,1382.0,0.0,0.0,1.0,683.0,1.0,1.0
25000.0,23.0,3.0,11.0,1393.0,0.0,0.0,1.0,684.0,1.0,1.0
15000.0,23.0,3.0,11.0,1402.0,0.0,0.0,1.0,685.0,1.0,1.0
7000.0,23.0,3.0,11.0,1404.0,0.0,0.0,1.0,686.0,1.0,1.0
15000.0,23.0,3.0,11.0,1409.0,0.0,0.0,1.0,687.0,1.0,1.0
5000.0,23.0,3.0,11.0,1424.0,0.0,0.0,1.0,688.0,1.0,1.0
5000.0,9.0,4.0,11.0,558.0,0.0,0.0,1.0,688.0,1.0,1.0
15000.0,10.0,4.0,11.0,646.0,0.0,0.0,1.0,681.0,1.0,1.0
5000.0,10.0,4.0,11.0,648.0,0.0,0.0,1.0,682.0,1.0,1.0
10000.0,10.0,4.0,11.0,659.0,0.0,0.0,1.0,681.0,1.0,1.0
11000.0,11.0,4.0,11.0,708.0,0.0,0.0,1.0,679.0,1.0,1.0
4000.0,12.0,4.0,11.0,755.0,0.0,0.0,1.0,677.0,1.0,1.0
10000.0,12.0,4.0,11.0,773.0,0.0,0.0,1.0,678.0,1.0,1.0
10000.0,14.0,4.0,11.0,888.0,0.0,0.0,1.0,668.0,1.0,1.0
5200.0,14.0,4.0,11.0,889.0,0.0,0.0,1.0,669.0,1.0,1.0
15000.0,14.0,4.0,11.0,891.0,0.0,0.0,1.0,670.0,1.0,1.0
13000.0,15.0,4.0,11.0,957.0,0.0,0.0,1.0,673.0,1.0,1.0
10000.0,16.0,4.0,11.0,979.0,0.0,0.0,1.0,674.0,1.0,1.0
25000.0,16.0,4.0,11.0,980.0,0.0,0.0,1.0,675.0,1.0,1.0
30500.0,16.0,4.0,11.0,981.0,0.0,0.0,1.0,676.0,1.0,1.0
7500.0,16.0,4.0,11.0,1018.0,0.0,0.0,1.0,674.0,1.0,1.0
16500.0,16.0,4.0,11.0,1019.0,0.0,0.0,1.0,675.0,1.0,1.0
17000.0,17.0,4.0,11.0,1027.0,0.0,0.0,1.0,673.0,1.0,1.0
30000.0,17.0,4.0,11.0,1030.0,0.0,0.0,1.0,673.0,1.0,1.0
10000.0,17.0,4.0,11.0,1050.0,0.0,0.0,1.0,674.0,1.0,1.0
20000.0,17.0,4.0,11.0,1058.0,0.0,0.0,1.0,673.0,1.0,1.0
21000.0,17.0,4.0,11.0,1069.0,0.0,0.0,1.0,675.0,1.0,1.0
5000.0,17.0,4.0,11.0,1075.0,0.0,0.0,1.0,676.0,1.0,1.0
5000.0,18.0,4.0,11.0,1087.0,0.0,0.0,1.0,679.0,1.0,1.0
30000.0,18.0,4.0,11.0,1105.0,0.0,0.0,1.0,679.0,1.0,1.0
7000.0,18.0,4.0,11.0,1121.0,0.0,0.0,1.0,680.0,1.0,1.0
16000.0,19.0,4.0,11.0,1155.0,0.0,0.0,1.0,680.0,1.0,1.0
19000.0,19.0,4.0,11.0,1179.0,0.0,0.0,1.0,682.0,1.0,1.0
8500.0,19.0,4.0,11.0,1188.0,0.0,0.0,1.0,682.0,1.0,1.0
6255.0,20.0,4.0,11.0,1224.0,0.0,0.0,1.0,676.0,1.0,1.0
20000.0,20.0,4.0,11.0,1246.0,0.0,0.0,1.0,677.0,1.0,1.0
10000.0,21.0,4.0,11.0,1290.0,0.0,0.0,1.0,674.0,1.0,1.0
3000.0,21.0,4.0,11.0,1314.0,0.0,0.0,1.0,673.0,1.0,1.0
10000.0,23.0,4.0,11.0,1439.0,0.0,0.0,1.0,677.0,1.0,1.0
5000.0,1.0,5.0,11.0,62.0,0.0,0.0,1.0,678.0,1.0,1.0
10000.0,10.0,5.0,11.0,613.0,0.0,0.0,1.0,681.0,1.0,1.0
20000.0,11.0,5.0,11.0,681.0,0.0,0.0,1.0,668.0,1.0,1.0
35000.0,11.0,5.0,11.0,697.0,0.0,0.0,1.0,669.0,1.0,1.0
33000.0,11.0,5.0,11.0,700.0,0.0,0.0,1.0,670.0,1.0,1.0
7000.0,11.0,5.0,11.0,716.0,0.0,0.0,1.0,671.0,1.0,1.0
35000.0,12.0,5.0,11.0,755.0,0.0,0.0,1.0,671.0,1.0,1.0
8500.0,12.0,5.0,11.0,760.0,0.0,0.0,1.0,672.0,1.0,1.0
25000.0,13.0,5.0,11.0,827.0,0.0,0.0,1.0,671.0,1.0,1.0
5000.0,15.0,5.0,11.0,904.0,0.0,0.0,1.0,668.0,1.0,1.0
15000.0,15.0,5.0,11.0,920.0,0.0,0.0,1.0,669.0,1.0,1.0
10000.0,15.0,5.0,11.0,938.0,0.0,0.0,1.0,670.0,1.0,1.0
13000.0,15.0,5.0,11.0,943.0,0.0,0.0,1.0,671.0,1.0,1.0
20000.0,17.0,5.0,11.0,1051.0,0.0,0.0,1.0,671.0,1.0,1.0
8000.0,18.0,5.0,11.0,1131.0,0.0,0.0,1.0,673.0,1.0,1.0
3000.0,19.0,5.0,11.0,1150.0,0.0,0.0,1.0,674.0,1.0,1.0
30000.0,20.0,5.0,11.0,1228.0,0.0,0.0,1.0,675.0,1.0,1.0
14000.0,20.0,5.0,11.0,1256.0,0.0,0.0,1.0,678.0,1.0,1.0
15000.0,22.0,5.0,11.0,1333.0,0.0,0.0,1.0,680.0,1.0,1.0
15000.0,22.0,5.0,11.0,1364.0,0.0,0.0,1.0,681.0,1.0,1.0
20000.0,23.0,5.0,11.0,1421.0,0.0,0.0,1.0,684.0,1.0,1.0
6000.0,9.0,6.0,11.0,563.0,0.0,0.0,1.0,686.0,1.0,1.0
15000.0,10.0,6.0,11.0,657.0,0.0,0.0,1.0,678.0,1.0,1.0
5000.0,10.0,6.0,11.0,659.0,0.0,0.0,1.0,679.0,1.0,1.0
15000.0,12.0,6.0,11.0,747.0,0.0,0.0,1.0,681.0,1.0,1.0
5000.0,12.0,6.0,11.0,757.0,0.0,0.0,1.0,682.0,1.0,1.0
6000.0,12.0,6.0,11.0,777.0,0.0,0.0,1.0,683.0,1.0,1.0
10000.0,13.0,6.0,11.0,794.0,0.0,0.0,1.0,684.0,1.0,1.0
30000.0,13.0,6.0,11.0,797.0,0.0,0.0,1.0,685.0,1.0,1.0
2000.0,13.0,6.0,11.0,798.0,0.0,0.0,1.0,686.0,1.0,1.0
5000.0,14.0,6.0,11.0,865.0,0.0,0.0,1.0,689.0,1.0,1.0
8000.0,14.0,6.0,11.0,885.0,0.0,0.0,1.0,691.0,1.0,1.0
8600.0,15.0,6.0,11.0,924.0,0.0,0.0,1.0,692.0,1.0,1.0
12000.0,15.0,6.0,11.0,948.0,0.0,0.0,1.0,693.0,1.0,1.0
10000.0,15.0,6.0,11.0,951.0,0.0,0.0,1.0,694.0,1.0,1.0
50000.0,15.0,6.0,11.0,958.0,0.0,0.0,1.0,695.0,1.0,1.0
20000.0,16.0,6.0,11.0,965.0,0.0,0.0,1.0,697.0,1.0,1.0
5000.0,17.0,6.0,11.0,1031.0,0.0,0.0,1.0,698.0,1.0,1.0
20000.0,17.0,6.0,11.0,1068.0,0.0,0.0,1.0,700.0,1.0,1.0
5000.0,18.0,6.0,11.0,1139.0,0.0,0.0,1.0,703.0,1.0,1.0
15000.0,19.0,6.0,11.0,1196.0,0.0,0.0,1.0,704.0,1.0,1.0
10000.0,20.0,6.0,11.0,1240.0,0.0,0.0,1.0,706.0,1.0,1.0
5000.0,21.0,6.0,11.0,1273.0,0.0,0.0,1.0,710.0,1.0,1.0
15000.0,21.0,6.0,11.0,1307.0,0.0,0.0,1.0,713.0,1.0,1.0
37500.0,22.0,6.0,11.0,1331.0,0.0,0.0,1.0,714.0,1.0,1.0
9000.0,23.0,6.0,11.0,1428.0,0.0,0.0,1.0,715.0,1.0,1.0
25000.0,1.0,0.0,11.0,94.0,0.0,0.0,1.0,717.0,1.0,1.0
26000.0,5.0,0.0,11.0,307.0,0.0,0.0,1.0,719.0,1.0,1.0
10000.0,9.0,0.0,11.0,584.0,0.0,0.0,1.0,719.0,1.0,1.0
40000.0,10.0,0.0,11.0,642.0,0.0,0.0,1.0,708.0,1.0,1.0
25000.0,10.0,0.0,11.0,647.0,0.0,0.0,1.0,709.0,1.0,1.0
5000.0,10.0,0.0,11.0,656.0,0.0,0.0,1.0,709.0,1.0,1.0
18000.0,11.0,0.0,11.0,671.0,0.0,0.0,1.0,710.0,1.0,1.0
16500.0,11.0,0.0,11.0,673.0,0.0,0.0,1.0,711.0,1.0,1.0
10000.0,11.0,0.0,11.0,676.0,0.0,0.0,1.0,712.0,1.0,1.0
30000.0,11.0,0.0,11.0,696.0,0.0,0.0,1.0,712.0,1.0,1.0
6000.0,11.0,0.0,11.0,700.0,0.0,0.0,1.0,713.0,1.0,1.0
20000.0,11.0,0.0,11.0,707.0,0.0,0.0,1.0,714.0,1.0,1.0
11389.0,11.0,0.0,11.0,712.0,0.0,0.0,1.0,714.0,1.0,1.0
23000.0,12.0,0.0,11.0,765.0,0.0,0.0,1.0,705.0,1.0,1.0
39000.0,14.0,0.0,11.0,858.0,0.0,0.0,1.0,698.0,1.0,1.0
