static__AMOUNT_REQ,index__hour_0,index__weekday_0,index__month_0,index__timesincemidnight_0,index__timesincelastevent_0,index__timesincecasestart_0,index__event_nr_0,index__open_cases_0,index__hour_1,index__weekday_1,index__month_1,index__timesincemidnight_1,index__timesincelastevent_1,index__timesincecasestart_1,index__event_nr_1,index__open_cases_1,index__Activity_0_A_SUBMITTED-COMPLETE,index__Activity_1_A_PARTLYSUBMITTED-COMPLETE,index__Resource_0_112.0,index__Resource_1_112.0
10000.0,10.0,4.0,10.0,623.0,0.0,0.0,1.0,564.0,10.0,4.0,10.0,623.0,0.0050166666666666,0.0050166666666666,2.0,564.0,1.0,1.0,1.0,1.0
25000.0,10.0,4.0,10.0,624.0,0.0,0.0,1.0,565.0,10.0,4.0,10.0,624.0,0.0032166666666666,0.0032166666666666,2.0,565.0,1.0,1.0,1.0,1.0
15000.0,10.0,4.0,10.0,630.0,0.0,0.0,1.0,566.0,10.0,4.0,10.0,630.0,0.0041333333333333,0.0041333333333333,2.0,566.0,1.0,1.0,1.0,1.0
8000.0,10.0,4.0,10.0,637.0,0.0,0.0,1.0,567.0,10.0,4.0,10.0,637.0,0.016,0.016,2.0,567.0,1.0,1.0,1.0,1.0
16000.0,10.0,4.0,10.0,659.0,0.0,0.0,1.0,566.0,10.0,4.0,10.0,659.0,0.0046833333333333,0.0046833333333333,2.0,566.0,1.0,1.0,1.0,1.0
5000.0,11.0,4.0,10.0,668.0,0.0,0.0,1.0,567.0,11.0,4.0,10.0,668.0,0.0032833333333333,0.0032833333333333,2.0,567.0,1.0,1.0,1.0,1.0
1500.0,11.0,4.0,10.0,696.0,0.0,0.0,1.0,567.0,11.0,4.0,10.0,696.0,0.00165,0.00165,2.0,567.0,1.0,1.0,1.0,1.0
33629.0,11.0,4.0,10.0,710.0,0.0,0.0,1.0,565.0,11.0,4.0,10.0,710.0,0.00265,0.00265,2.0,565.0,1.0,1.0,1.0,1.0
15000.0,11.0,4.0,10.0,716.0,0.0,0.0,1.0,565.0,11.0,4.0,10.0,716.0,0.0036833333333333,0.0036833333333333,2.0,565.0,1.0,1.0,1.0,1.0
9500.0,12.0,4.0,10.0,735.0,0.0,0.0,1.0,566.0,12.0,4.0,10.0,735.0,0.0057833333333333,0.0057833333333333,2.0,566.0,1.0,1.0,1.0,1.0
47000.0,12.0,4.0,10.0,740.0,0.0,0.0,1.0,567.0,12.0,4.0,10.0,740.0,0.0030833333333333,0.0030833333333333,2.0,567.0,1.0,1.0,1.0,1.0
15000.0,13.0,4.0,10.0,794.0,0.0,0.0,1.0,565.0,13.0,4.0,10.0,794.0,0.00365,0.00365,2.0,565.0,1.0,1.0,1.0,1.0
25000.0,14.0,4.0,10.0,841.0,0.0,0.0,1.0,568.0,14.0,4.0,10.0,841.0,0.0033833333333333,0.0033833333333333,2.0,568.0,1.0,1.0,1.0,1.0
7000.0,14.0,4.0,10.0,842.0,0.0,0.0,1.0,569.0,14.0,4.0,10.0,842.0,0.0035333333333333,0.0035333333333333,2.0,569.0,1.0,1.0,1.0,1.0
10000.0,14.0,4.0,10.0,844.0,0.0,0.0,1.0,570.0,14.0,4.0,10.0,844.0,0.0030833333333333,0.0030833333333333,2.0,570.0,1.0,1.0,1.0,1.0
4000.0,14.0,4.0,10.0,860.0,0.0,0.0,1.0,570.0,14.0,4.0,10.0,860.0,0.0036666666666666,0.0036666666666666,2.0,570.0,1.0,1.0,1.0,1.0
3000.0,14.0,4.0,10.0,861.0,0.0,0.0,1.0,571.0,14.0,4.0,10.0,861.0,0.00155,0.00155,2.0,571.0,1.0,1.0,1.0,1.0
43350.0,14.0,4.0,10.0,880.0,0.0,0.0,1.0,569.0,14.0,4.0,10.0,880.0,0.0017333333333333,0.0017333333333333,2.0,569.0,1.0,1.0,1.0,1.0
5000.0,14.0,4.0,10.0,899.0,0.0,0.0,1.0,570.0,14.0,4.0,10.0,899.0,0.00465,0.00465,2.0,570.0,1.0,1.0,1.0,1.0
5000.0,15.0,4.0,10.0,908.0,0.0,0.0,1.0,572.0,15.0,4.0,10.0,908.0,0.0035833333333333,0.0035833333333333,2.0,572.0,1.0,1.0,1.0,1.0
10000.0,15.0,4.0,10.0,914.0,0.0,0.0,1.0,573.0,15.0,4.0,10.0,914.0,0.0019666666666666,0.0019666666666666,2.0,573.0,1.0,1.0,1.0,1.0
10000.0,15.0,4.0,10.0,932.0,0.0,0.0,1.0,576.0,15.0,4.0,10.0,932.0,0.00515,0.00515,2.0,576.0,1.0,1.0,1.0,1.0
5000.0,16.0,4.0,10.0,994.0,0.0,0.0,1.0,570.0,16.0,4.0,10.0,994.0,0.00855,0.00855,2.0,570.0,1.0,1.0,1.0,1.0
6950.0,16.0,4.0,10.0,1000.0,0.0,0.0,1.0,571.0,16.0,4.0,10.0,1000.0,0.0229833333333333,0.0229833333333333,2.0,571.0,1.0,1.0,1.0,1.0
8000.0,16.0,4.0,10.0,1016.0,0.0,0.0,1.0,572.0,16.0,4.0,10.0,1016.0,0.0049166666666666,0.0049166666666666,2.0,572.0,1.0,1.0,1.0,1.0
7500.0,17.0,4.0,10.0,1056.0,0.0,0.0,1.0,571.0,17.0,4.0,10.0,1056.0,0.0071166666666666,0.0071166666666666,2.0,571.0,1.0,1.0,1.0,1.0
10000.0,17.0,4.0,10.0,1069.0,0.0,0.0,1.0,572.0,17.0,4.0,10.0,1069.0,0.00465,0.00465,2.0,572.0,1.0,1.0,1.0,1.0
45000.0,17.0,4.0,10.0,1077.0,0.0,0.0,1.0,573.0,17.0,4.0,10.0,1077.0,0.0030166666666666,0.0030166666666666,2.0,573.0,1.0,1.0,1.0,1.0
15000.0,18.0,4.0,10.0,1134.0,0.0,0.0,1.0,575.0,18.0,4.0,10.0,1134.0,0.0075166666666666,0.0075166666666666,2.0,575.0,1.0,1.0,1.0,1.0
6000.0,19.0,4.0,10.0,1142.0,0.0,0.0,1.0,575.0,19.0,4.0,10.0,1142.0,0.0022333333333333,0.0022333333333333,2.0,575.0,1.0,1.0,1.0,1.0
25000.0,19.0,4.0,10.0,1182.0,0.0,0.0,1.0,576.0,19.0,4.0,10.0,1182.0,0.0046166666666666,0.0046166666666666,2.0,576.0,1.0,1.0,1.0,1.0
5000.0,20.0,4.0,10.0,1230.0,0.0,0.0,1.0,577.0,20.0,4.0,10.0,1230.0,0.0062166666666666,0.0062166666666666,2.0,577.0,1.0,1.0,1.0,1.0
13000.0,21.0,4.0,10.0,1292.0,0.0,0.0,1.0,575.0,21.0,4.0,10.0,1292.0,0.0036833333333333,0.0036833333333333,2.0,575.0,1.0,1.0,1.0,1.0
20000.0,23.0,4.0,10.0,1399.0,0.0,0.0,1.0,578.0,23.0,4.0,10.0,1399.0,0.0034666666666666,0.0034666666666666,2.0,578.0,1.0,1.0,1.0,1.0
2000.0,23.0,4.0,10.0,1417.0,0.0,0.0,1.0,579.0,23.0,4.0,10.0,1417.0,0.0050166666666666,0.0050166666666666,2.0,579.0,1.0,1.0,1.0,1.0
8500.0,0.0,5.0,10.0,13.0,0.0,0.0,1.0,580.0,0.0,5.0,10.0,13.0,0.0086833333333333,0.0086833333333333,2.0,580.0,1.0,1.0,1.0,1.0
7000.0,11.0,5.0,10.0,675.0,0.0,0.0,1.0,583.0,11.0,5.0,10.0,675.0,0.0044333333333333,0.0044333333333333,2.0,583.0,1.0,1.0,1.0,1.0
6000.0,12.0,5.0,10.0,741.0,0.0,0.0,1.0,585.0,12.0,5.0,10.0,741.0,0.01275,0.01275,2.0,585.0,1.0,1.0,1.0,1.0
29000.0,12.0,5.0,10.0,742.0,0.0,0.0,1.0,586.0,12.0,5.0,10.0,742.0,0.0044666666666666,0.0044666666666666,2.0,586.0,1.0,1.0,1.0,1.0
15000.0,12.0,5.0,10.0,759.0,0.0,0.0,1.0,586.0,12.0,5.0,10.0,759.0,0.0030666666666666,0.0030666666666666,2.0,586.0,1.0,1.0,1.0,1.0
20000.0,12.0,5.0,10.0,770.0,0.0,0.0,1.0,587.0,12.0,5.0,10.0,770.0,0.0065666666666666,0.0065666666666666,2.0,587.0,1.0,1.0,1.0,1.0
15000.0,13.0,5.0,10.0,815.0,0.0,0.0,1.0,584.0,13.0,5.0,10.0,815.0,0.01325,0.01325,2.0,584.0,1.0,1.0,1.0,1.0
20000.0,13.0,5.0,10.0,818.0,0.0,0.0,1.0,585.0,13.0,5.0,10.0,818.0,0.00825,0.00825,2.0,585.0,1.0,1.0,1.0,1.0
5000.0,14.0,5.0,10.0,843.0,0.0,0.0,1.0,586.0,14.0,5.0,10.0,843.0,0.0023333333333333,0.0023333333333333,2.0,586.0,1.0,1.0,1.0,1.0
5000.0,14.0,5.0,10.0,852.0,0.0,0.0,1.0,586.0,14.0,5.0,10.0,852.0,0.00275,0.00275,2.0,586.0,1.0,1.0,1.0,1.0
5000.0,15.0,5.0,10.0,901.0,0.0,0.0,1.0,585.0,15.0,5.0,10.0,901.0,0.0031666666666666,0.0031666666666666,2.0,585.0,1.0,1.0,1.0,1.0
40000.0,15.0,5.0,10.0,924.0,0.0,0.0,1.0,588.0,15.0,5.0,10.0,924.0,0.0023333333333333,0.0023333333333333,2.0,588.0,1.0,1.0,1.0,1.0
15000.0,15.0,5.0,10.0,937.0,0.0,0.0,1.0,589.0,15.0,5.0,10.0,937.0,0.00395,0.00395,2.0,589.0,1.0,1.0,1.0,1.0
10000.0,16.0,5.0,10.0,984.0,0.0,0.0,1.0,593.0,16.0,5.0,10.0,984.0,0.0038666666666666,0.0038666666666666,2.0,593.0,1.0,1.0,1.0,1.0
5000.0,17.0,5.0,10.0,1023.0,0.0,0.0,1.0,592.0,17.0,5.0,10.0,1023.0,0.0037833333333333,0.0037833333333333,2.0,592.0,1.0,1.0,1.0,1.0
9600.0,17.0,5.0,10.0,1056.0,0.0,0.0,1.0,592.0,17.0,5.0,10.0,1056.0,0.0080666666666666,0.0080666666666666,2.0,592.0,1.0,1.0,1.0,1.0
18000.0,20.0,5.0,10.0,1229.0,0.0,0.0,1.0,592.0,20.0,5.0,10.0,1229.0,0.0020666666666666,0.0020666666666666,2.0,592.0,1.0,1.0,1.0,1.0
7000.0,20.0,5.0,10.0,1252.0,0.0,0.0,1.0,593.0,20.0,5.0,10.0,1252.0,0.0037666666666666,0.0037666666666666,2.0,593.0,1.0,1.0,1.0,1.0
15000.0,21.0,5.0,10.0,1301.0,0.0,0.0,1.0,595.0,21.0,5.0,10.0,1301.0,0.0031166666666666,0.0031166666666666,2.0,595.0,1.0,1.0,1.0,1.0
5000.0,22.0,5.0,10.0,1335.0,0.0,0.0,1.0,596.0,22.0,5.0,10.0,1335.0,0.0041,0.0041,2.0,596.0,1.0,1.0,1.0,1.0
12500.0,23.0,5.0,10.0,1382.0,0.0,0.0,1.0,597.0,23.0,5.0,10.0,1382.0,0.0250666666666666,0.0250666666666666,2.0,597.0,1.0,1.0,1.0,1.0
8500.0,11.0,6.0,10.0,703.0,0.0,0.0,1.0,604.0,11.0,6.0,10.0,703.0,0.0055166666666666,0.0055166666666666,2.0,604.0,1.0,1.0,1.0,1.0
15000.0,13.0,6.0,10.0,794.0,0.0,0.0,1.0,606.0,13.0,6.0,10.0,794.0,0.0023333333333333,0.0023333333333333,2.0,606.0,1.0,1.0,1.0,1.0
5000.0,13.0,6.0,10.0,833.0,0.0,0.0,1.0,607.0,13.0,6.0,10.0,833.0,0.00285,0.00285,2.0,607.0,1.0,1.0,1.0,1.0
10000.0,14.0,6.0,10.0,843.0,0.0,0.0,1.0,609.0,14.0,6.0,10.0,843.0,0.00375,0.00375,2.0,609.0,1.0,1.0,1.0,1.0
5000.0,14.0,6.0,10.0,849.0,0.0,0.0,1.0,610.0,14.0,6.0,10.0,849.0,0.0020833333333333,0.0020833333333333,2.0,610.0,1.0,1.0,1.0,1.0
27699.0,14.0,6.0,10.0,894.0,0.0,0.0,1.0,612.0,14.0,6.0,10.0,894.0,0.0029333333333333,0.0029333333333333,2.0,612.0,1.0,1.0,1.0,1.0
15000.0,15.0,6.0,10.0,945.0,0.0,0.0,1.0,613.0,15.0,6.0,10.0,945.0,0.0529833333333333,0.0529833333333333,2.0,613.0,1.0,1.0,1.0,1.0
10000.0,16.0,6.0,10.0,988.0,0.0,0.0,1.0,615.0,16.0,6.0,10.0,988.0,0.0031166666666666,0.0031166666666666,2.0,615.0,1.0,1.0,1.0,1.0
30000.0,16.0,6.0,10.0,1005.0,0.0,0.0,1.0,616.0,16.0,6.0,10.0,1005.0,0.0018333333333333,0.0018333333333333,2.0,616.0,1.0,1.0,1.0,1.0
10000.0,16.0,6.0,10.0,1013.0,0.0,0.0,1.0,618.0,16.0,6.0,10.0,1013.0,0.0026333333333333,0.0026333333333333,2.0,618.0,1.0,1.0,1.0,1.0
10000.0,17.0,6.0,10.0,1067.0,0.0,0.0,1.0,620.0,17.0,6.0,10.0,1067.0,0.0039833333333333,0.0039833333333333,2.0,620.0,1.0,1.0,1.0,1.0
5000.0,19.0,6.0,10.0,1154.0,0.0,0.0,1.0,623.0,19.0,6.0,10.0,1154.0,0.0031666666666666,0.0031666666666666,2.0,623.0,1.0,1.0,1.0,1.0
8500.0,20.0,6.0,10.0,1242.0,0.0,0.0,1.0,624.0,20.0,6.0,10.0,1242.0,0.0038,0.0038,2.0,624.0,1.0,1.0,1.0,1.0
12500.0,21.0,6.0,10.0,1299.0,0.0,0.0,1.0,626.0,21.0,6.0,10.0,1299.0,0.0025666666666666,0.0025666666666666,2.0,626.0,1.0,1.0,1.0,1.0
25000.0,21.0,6.0,10.0,1319.0,0.0,0.0,1.0,627.0,21.0,6.0,10.0,1319.0,0.0026666666666666,0.0026666666666666,2.0,627.0,1.0,1.0,1.0,1.0
15000.0,22.0,6.0,10.0,1334.0,0.0,0.0,1.0,629.0,22.0,6.0,10.0,1334.0,0.0040833333333333,0.0040833333333333,2.0,629.0,1.0,1.0,1.0,1.0
14000.0,22.0,6.0,10.0,1364.0,0.0,0.0,1.0,630.0,22.0,6.0,10.0,1364.0,0.00555,0.00555,2.0,630.0,1.0,1.0,1.0,1.0
15000.0,22.0,6.0,10.0,1365.0,0.0,0.0,1.0,631.0,22.0,6.0,10.0,1365.0,0.0033666666666666,0.0033666666666666,2.0,631.0,1.0,1.0,1.0,1.0
37000.0,22.0,6.0,10.0,1374.0,0.0,0.0,1.0,632.0,22.0,6.0,10.0,1374.0,0.0029666666666666,0.0029666666666666,2.0,632.0,1.0,1.0,1.0,1.0
8500.0,23.0,6.0,10.0,1418.0,0.0,0.0,1.0,635.0,23.0,6.0,10.0,1418.0,0.0017833333333333,0.0017833333333333,2.0,635.0,1.0,1.0,1.0,1.0
5000.0,23.0,6.0,10.0,1426.0,0.0,0.0,1.0,636.0,23.0,6.0,10.0,1426.0,0.0014833333333333,0.0014833333333333,2.0,636.0,1.0,1.0,1.0,1.0
10000.0,10.0,0.0,10.0,627.0,0.0,0.0,1.0,633.0,10.0,0.0,10.0,627.0,0.0093,0.0093,2.0,633.0,1.0,1.0,1.0,1.0
28500.0,10.0,0.0,10.0,636.0,0.0,0.0,1.0,632.0,10.0,0.0,10.0,636.0,0.00705,0.00705,2.0,632.0,1.0,1.0,1.0,1.0
11000.0,11.0,0.0,10.0,666.0,0.0,0.0,1.0,629.0,11.0,0.0,10.0,666.0,0.0075833333333333,0.0075833333333333,2.0,629.0,1.0,1.0,1.0,1.0
25000.0,11.0,0.0,10.0,674.0,0.0,0.0,1.0,629.0,11.0,0.0,10.0,674.0,0.0053333333333333,0.0053333333333333,2.0,629.0,1.0,1.0,1.0,1.0
5000.0,12.0,0.0,10.0,724.0,0.0,0.0,1.0,622.0,12.0,0.0,10.0,724.0,0.02615,0.02615,2.0,622.0,1.0,1.0,1.0,1.0
20000.0,12.0,0.0,10.0,741.0,0.0,0.0,1.0,623.0,12.0,0.0,10.0,742.0,0.0138666666666666,0.0138666666666666,2.0,623.0,1.0,1.0,1.0,1.0
10000.0,12.0,0.0,10.0,746.0,0.0,0.0,1.0,624.0,12.0,0.0,10.0,746.0,0.0105166666666666,0.0105166666666666,2.0,624.0,1.0,1.0,1.0,1.0
5000.0,12.0,0.0,10.0,754.0,0.0,0.0,1.0,625.0,12.0,0.0,10.0,754.0,0.0088166666666666,0.0088166666666666,2.0,625.0,1.0,1.0,1.0,1.0
20000.0,12.0,0.0,10.0,757.0,0.0,0.0,1.0,627.0,12.0,0.0,10.0,757.0,0.00515,0.00515,2.0,627.0,1.0,1.0,1.0,1.0
13500.0,12.0,0.0,10.0,766.0,0.0,0.0,1.0,628.0,12.0,0.0,10.0,766.0,0.0045,0.0045,2.0,628.0,1.0,1.0,1.0,1.0
7500.0,12.0,0.0,10.0,773.0,0.0,0.0,1.0,630.0,12.0,0.0,10.0,773.0,0.0047,0.0047,2.0,630.0,1.0,1.0,1.0,1.0
13000.0,13.0,0.0,10.0,788.0,0.0,0.0,1.0,632.0,13.0,0.0,10.0,788.0,0.0078,0.0078,2.0,632.0,1.0,1.0,1.0,1.0
37500.0,13.0,0.0,10.0,802.0,0.0,0.0,1.0,633.0,13.0,0.0,10.0,802.0,0.0071333333333333,0.0071333333333333,2.0,633.0,1.0,1.0,1.0,1.0
20000.0,13.0,0.0,10.0,805.0,0.0,0.0,1.0,631.0,13.0,0.0,10.0,805.0,0.0085666666666666,0.0085666666666666,2.0,631.0,1.0,1.0,1.0,1.0
15000.0,14.0,0.0,10.0,847.0,0.0,0.0,1.0,632.0,14.0,0.0,10.0,847.0,0.0036166666666666,0.0036166666666666,2.0,632.0,1.0,1.0,1.0,1.0
6000.0,14.0,0.0,10.0,852.0,0.0,0.0,1.0,632.0,14.0,0.0,10.0,852.0,0.0045,0.0045,2.0,632.0,1.0,1.0,1.0,1.0
5000.0,14.0,0.0,10.0,855.0,0.0,0.0,1.0,633.0,14.0,0.0,10.0,855.0,0.01695,0.01695,2.0,633.0,1.0,1.0,1.0,1.0
10000.0,14.0,0.0,10.0,885.0,0.0,0.0,1.0,634.0,14.0,0.0,10.0,885.0,0.0080666666666666,0.0080666666666666,2.0,634.0,1.0,1.0,1.0,1.0
5000.0,15.0,0.0,10.0,901.0,0.0,0.0,1.0,635.0,15.0,0.0,10.0,901.0,0.00495,0.00495,2.0,635.0,1.0,1.0,1.0,1.0
10000.0,15.0,0.0,10.0,911.0,0.0,0.0,1.0,636.0,15.0,0.0,10.0,911.0,0.0043833333333333,0.0043833333333333,2.0,636.0,1.0,1.0,1.0,1.0
9450.0,15.0,0.0,10.0,940.0,0.0,0.0,1.0,634.0,15.0,0.0,10.0,940.0,0.0066666666666666,0.0066666666666666,2.0,634.0,1.0,1.0,1.0,1.0
19500.0,15.0,0.0,10.0,953.0,0.0,0.0,1.0,635.0,15.0,0.0,10.0,953.0,0.0074333333333333,0.0074333333333333,2.0,635.0,1.0,1.0,1.0,1.0
10000.0,16.0,0.0,10.0,985.0,0.0,0.0,1.0,634.0,16.0,0.0,10.0,985.0,0.0115833333333333,0.0115833333333333,2.0,634.0,1.0,1.0,1.0,1.0
35000.0,16.0,0.0,10.0,1014.0,0.0,0.0,1.0,632.0,16.0,0.0,10.0,1014.0,0.00775,0.00775,2.0,632.0,1.0,1.0,1.0,1.0
25000.0,16.0,0.0,10.0,1015.0,0.0,0.0,1.0,633.0,16.0,0.0,10.0,1015.0,0.0064666666666666,0.0064666666666666,2.0,633.0,1.0,1.0,1.0,1.0
10048.0,17.0,0.0,10.0,1025.0,0.0,0.0,1.0,633.0,17.0,0.0,10.0,1025.0,0.0031333333333333,0.0031333333333333,2.0,633.0,1.0,1.0,1.0,1.0
5000.0,17.0,0.0,10.0,1037.0,0.0,0.0,1.0,633.0,17.0,0.0,10.0,1037.0,0.00405,0.00405,2.0,633.0,1.0,1.0,1.0,1.0
50000.0,17.0,0.0,10.0,1076.0,0.0,0.0,1.0,633.0,17.0,0.0,10.0,1076.0,0.0128,0.0128,2.0,633.0,1.0,1.0,1.0,1.0
23000.0,18.0,0.0,10.0,1094.0,0.0,0.0,1.0,636.0,18.0,0.0,10.0,1094.0,0.0043666666666666,0.0043666666666666,2.0,636.0,1.0,1.0,1.0,1.0
13000.0,18.0,0.0,10.0,1097.0,0.0,0.0,1.0,636.0,18.0,0.0,10.0,1097.0,0.0065,0.0065,2.0,636.0,1.0,1.0,1.0,1.0
20000.0,20.0,0.0,10.0,1214.0,0.0,0.0,1.0,634.0,20.0,0.0,10.0,1214.0,0.0099333333333333,0.0099333333333333,2.0,634.0,1.0,1.0,1.0,1.0
6500.0,20.0,0.0,10.0,1230.0,0.0,0.0,1.0,633.0,20.0,0.0,10.0,1230.0,0.0064833333333333,0.0064833333333333,2.0,633.0,1.0,1.0,1.0,1.0
6000.0,21.0,0.0,10.0,1264.0,0.0,0.0,1.0,633.0,21.0,0.0,10.0,1264.0,0.00435,0.00435,2.0,633.0,1.0,1.0,1.0,1.0
28000.0,21.0,0.0,10.0,1266.0,0.0,0.0,1.0,634.0,21.0,0.0,10.0,1266.0,0.0060666666666666,0.0060666666666666,2.0,634.0,1.0,1.0,1.0,1.0
5000.0,21.0,0.0,10.0,1274.0,0.0,0.0,1.0,633.0,21.0,0.0,10.0,1274.0,0.0079,0.0079,2.0,633.0,1.0,1.0,1.0,1.0
30000.0,21.0,0.0,10.0,1274.0,0.0,0.0,1.0,634.0,21.0,0.0,10.0,1274.0,0.0047166666666666,0.0047166666666666,2.0,634.0,1.0,1.0,1.0,1.0
10000.0,21.0,0.0,10.0,1276.0,0.0,0.0,1.0,635.0,21.0,0.0,10.0,1276.0,0.0059,0.0059,2.0,635.0,1.0,1.0,1.0,1.0
20000.0,21.0,0.0,10.0,1303.0,0.0,0.0,1.0,633.0,21.0,0.0,10.0,1303.0,0.0085833333333333,0.0085833333333333,2.0,633.0,1.0,1.0,1.0,1.0
10000.0,22.0,0.0,10.0,1346.0,0.0,0.0,1.0,636.0,22.0,0.0,10.0,1346.0,0.0049,0.0049,2.0,636.0,1.0,1.0,1.0,1.0
15000.0,22.0,0.0,10.0,1365.0,0.0,0.0,1.0,637.0,22.0,0.0,10.0,1365.0,0.0088,0.0088,2.0,637.0,1.0,1.0,1.0,1.0
15000.0,23.0,0.0,10.0,1393.0,0.0,0.0,1.0,639.0,23.0,0.0,10.0,1393.0,0.0068166666666666,0.0068166666666666,2.0,639.0,1.0,1.0,1.0,1.0
18000.0,23.0,0.0,10.0,1417.0,0.0,0.0,1.0,640.0,23.0,0.0,10.0,1417.0,0.0059666666666666,0.0059666666666666,2.0,640.0,1.0,1.0,1.0,1.0
20000.0,0.0,1.0,10.0,19.0,0.0,0.0,1.0,641.0,0.0,1.0,10.0,19.0,0.0226166666666666,0.0226166666666666,2.0,641.0,1.0,1.0,1.0,1.0
10000.0,0.0,1.0,10.0,40.0,0.0,0.0,1.0,642.0,0.0,1.0,10.0,40.0,0.00885,0.00885,2.0,642.0,1.0,1.0,1.0,1.0
25000.0,9.0,1.0,10.0,570.0,0.0,0.0,1.0,647.0,9.0,1.0,10.0,570.0,0.0066666666666666,0.0066666666666666,2.0,647.0,1.0,1.0,1.0,1.0
30000.0,10.0,1.0,10.0,606.0,0.0,0.0,1.0,648.0,10.0,1.0,10.0,606.0,0.00405,0.00405,2.0,648.0,1.0,1.0,1.0,1.0
18000.0,10.0,1.0,10.0,629.0,0.0,0.0,1.0,644.0,10.0,1.0,10.0,629.0,0.0056666666666666,0.0056666666666666,2.0,644.0,1.0,1.0,1.0,1.0
5500.0,11.0,1.0,10.0,672.0,0.0,0.0,1.0,638.0,11.0,1.0,10.0,672.0,0.0041166666666666,0.0041166666666666,2.0,638.0,1.0,1.0,1.0,1.0
10000.0,11.0,1.0,10.0,675.0,0.0,0.0,1.0,639.0,11.0,1.0,10.0,675.0,0.0086333333333333,0.0086333333333333,2.0,639.0,1.0,1.0,1.0,1.0
6500.0,11.0,1.0,10.0,701.0,0.0,0.0,1.0,636.0,11.0,1.0,10.0,701.0,0.0396833333333333,0.0396833333333333,2.0,636.0,1.0,1.0,1.0,1.0
10000.0,12.0,1.0,10.0,756.0,0.0,0.0,1.0,635.0,12.0,1.0,10.0,756.0,0.00885,0.00885,2.0,635.0,1.0,1.0,1.0,1.0
8000.0,12.0,1.0,10.0,773.0,0.0,0.0,1.0,637.0,12.0,1.0,10.0,773.0,0.0067666666666666,0.0067666666666666,2.0,637.0,1.0,1.0,1.0,1.0
21000.0,13.0,1.0,10.0,786.0,0.0,0.0,1.0,637.0,13.0,1.0,10.0,786.0,0.0069666666666666,0.0069666666666666,2.0,637.0,1.0,1.0,1.0,1.0
15000.0,14.0,1.0,10.0,890.0,0.0,0.0,1.0,633.0,14.0,1.0,10.0,890.0,0.1865333333333333,0.1865333333333333,2.0,633.0,1.0,1.0,1.0,1.0
14000.0,15.0,1.0,10.0,918.0,0.0,0.0,1.0,633.0,15.0,1.0,10.0,919.0,0.0144333333333333,0.0144333333333333,2.0,633.0,1.0,1.0,1.0,1.0
37500.0,15.0,1.0,10.0,930.0,0.0,0.0,1.0,632.0,15.0,1.0,10.0,930.0,0.0134333333333333,0.0134333333333333,2.0,632.0,1.0,1.0,1.0,1.0
8000.0,15.0,1.0,10.0,937.0,0.0,0.0,1.0,633.0,15.0,1.0,10.0,937.0,0.01575,0.01575,2.0,633.0,1.0,1.0,1.0,1.0
43000.0,16.0,1.0,10.0,961.0,0.0,0.0,1.0,633.0,16.0,1.0,10.0,961.0,0.0111666666666666,0.0111666666666666,2.0,633.0,1.0,1.0,1.0,1.0
13300.0,16.0,1.0,10.0,980.0,0.0,0.0,1.0,634.0,16.0,1.0,10.0,980.0,0.0108,0.0108,2.0,634.0,1.0,1.0,1.0,1.0
43950.0,16.0,1.0,10.0,984.0,0.0,0.0,1.0,635.0,16.0,1.0,10.0,984.0,0.0049666666666666,0.0049666666666666,2.0,635.0,1.0,1.0,1.0,1.0
25000.0,16.0,1.0,10.0,1004.0,0.0,0.0,1.0,636.0,16.0,1.0,10.0,1004.0,0.0076833333333333,0.0076833333333333,2.0,636.0,1.0,1.0,1.0,1.0
15000.0,16.0,1.0,10.0,1014.0,0.0,0.0,1.0,636.0,16.0,1.0,10.0,1014.0,0.0081,0.0081,2.0,636.0,1.0,1.0,1.0,1.0
7500.0,17.0,1.0,10.0,1045.0,0.0,0.0,1.0,630.0,17.0,1.0,10.0,1045.0,0.0042166666666666,0.0042166666666666,2.0,630.0,1.0,1.0,1.0,1.0
20000.0,18.0,1.0,10.0,1123.0,0.0,0.0,1.0,629.0,18.0,1.0,10.0,1123.0,0.0049,0.0049,2.0,629.0,1.0,1.0,1.0,1.0
20000.0,19.0,1.0,10.0,1141.0,0.0,0.0,1.0,629.0,19.0,1.0,10.0,1141.0,0.0051666666666666,0.0051666666666666,2.0,629.0,1.0,1.0,1.0,1.0
2500.0,19.0,1.0,10.0,1153.0,0.0,0.0,1.0,629.0,19.0,1.0,10.0,1153.0,0.0080166666666666,0.0080166666666666,2.0,629.0,1.0,1.0,1.0,1.0
10000.0,19.0,1.0,10.0,1187.0,0.0,0.0,1.0,630.0,19.0,1.0,10.0,1187.0,0.0283166666666666,0.0283166666666666,2.0,630.0,1.0,1.0,1.0,1.0
5000.0,19.0,1.0,10.0,1194.0,0.0,0.0,1.0,630.0,19.0,1.0,10.0,1194.0,0.0080166666666666,0.0080166666666666,2.0,630.0,1.0,1.0,1.0,1.0
3500.0,20.0,1.0,10.0,1223.0,0.0,0.0,1.0,632.0,20.0,1.0,10.0,1223.0,0.0060166666666666,0.0060166666666666,2.0,632.0,1.0,1.0,1.0,1.0
37500.0,20.0,1.0,10.0,1243.0,0.0,0.0,1.0,633.0,20.0,1.0,10.0,1243.0,0.0068666666666666,0.0068666666666666,2.0,633.0,1.0,1.0,1.0,1.0
