static__AMOUNT_REQ,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
8000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,22.0,10.0,98.0,5.366563145999495,0.2,1.0,0.0,1.0,0.4472135954999579,10.2,11.0,10.0,51.0,0.44721359549995815,1221.4,1377.0,601.0,6107.0,346.8145037336242,132.96319333333332,664.1200666666666,0.0,664.8159666666667,296.92586649727946,133.24109333333334,664.8159666666667,0.0,666.2054666666667,297.15958904098744,3.0,5.0,1.0,15.0,1.5811388300841898,680.0,684.0,679.0,3400.0,2.23606797749979
18000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,11.0,3.0,31.0,4.381780460041329,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,389.8,671.0,204.0,1949.0,254.42326937605372,93.40621999999999,461.8529333333333,0.0,467.0310999999999,205.97986056402974,185.79912666666667,467.0311,0.0,928.9956333333333,254.39473890813545,3.0,5.0,1.0,15.0,1.5811388300841898,682.0,683.0,680.0,3410.0,1.4142135623730951
15000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,3.0,30.0,4.123105625617661,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,397.6,691.0,225.0,1988.0,237.5979797893913,93.26306333333332,396.8744333333333,0.0,466.3153166666666,172.36165672094998,172.6613966666667,466.31531666666666,0.0,863.3069833333334,237.66607304377726,3.0,5.0,1.0,15.0,1.5811388300841898,683.6,684.0,682.0,3418.0,0.8944271909999143
12000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,50.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,606.8,620.0,603.0,3034.0,7.39594483484025,3.47689,16.635933333333334,0.0,17.38445,7.362999814440066,3.775606666666667,17.38445,0.0,18.878033333333335,7.616646005083209,3.0,5.0,1.0,15.0,1.5811388300841898,684.8,685.0,684.0,3424.0,0.4472135954999452
6000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,10.0,55.0,1.4142135623730951,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,700.2,790.0,644.0,3501.0,77.05322835546866,29.172636666666666,135.02013333333332,0.0,145.86318333333332,59.3459884245316,56.274699999999996,145.86318333333332,0.0,281.3735,77.03256509417426,3.0,5.0,1.0,15.0,1.5811388300841898,680.6,682.0,680.0,3403.0,0.8944271909999143
7000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,55.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,665.2,676.0,662.0,3326.0,6.05805249234437,2.7408633333333325,13.047883333333331,0.0,13.704316666666664,5.768481148248163,3.003426666666667,13.704316666666667,0.0,15.017133333333334,5.990819572741187,3.0,5.0,1.0,15.0,1.5811388300841898,680.2,681.0,680.0,3401.0,0.4472135954999452
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,55.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,669.6,680.0,667.0,3348.0,5.813776741499447,2.76011,13.266966666666669,0.0,13.800550000000001,5.8778395936630785,2.9730733333333332,13.80055,0.0,14.865366666666667,6.058515880074188,3.0,5.0,1.0,15.0,1.5811388300841898,681.0,681.0,681.0,3405.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,13.0,11.0,57.0,0.8944271909999157,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,707.0,811.0,681.0,3535.0,58.137767414994535,26.126976666666668,129.8952,0.0,130.63488333333333,58.00905161038758,26.422233333333327,130.6348833333333,0.0,132.11116666666663,58.25779987209628,3.0,5.0,1.0,15.0,1.5811388300841898,681.0,682.0,677.0,3405.0,2.23606797749979
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,55.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,686.8,700.0,683.0,3434.0,7.39594483484025,3.231536666666666,15.549633333333333,0.0,16.15768333333333,6.890869165831775,3.4742400000000004,16.157683333333335,0.0,17.3712,7.0966839565665385,3.0,5.0,1.0,15.0,1.5811388300841898,682.6,683.0,681.0,3413.0,0.8944271909999222
20000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,55.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,708.4,710.0,708.0,3542.0,0.8944271909999222,0.4520366666666666,1.4210833333333333,0.0,2.260183333333333,0.6471737673874339,0.7881933333333333,2.260183333333333,0.0,3.9409666666666663,0.9218452859316709,3.0,5.0,1.0,15.0,1.5811388300841898,682.0,682.0,682.0,3410.0,0.0
6000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,60.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,733.4,737.0,732.0,3667.0,2.073644135332775,0.9105633333333334,3.514366666666666,0.0,4.552816666666667,1.521108353233844,1.3263766666666668,4.552816666666667,0.0,6.631883333333334,1.8759333592685714,3.0,5.0,1.0,15.0,1.5811388300841898,683.0,683.0,683.0,3415.0,0.0
12500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,60.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,749.0,751.0,748.0,3745.0,1.2247448713915832,0.5825733333333333,1.4713166666666666,0.0,2.9128666666666665,0.7769163762200465,1.1605233333333334,2.9128666666666665,0.0,5.802616666666666,1.2093553783134035,3.0,5.0,1.0,15.0,1.5811388300841898,680.8,681.0,680.0,3404.0,0.4472135954999452
17000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,60.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,758.8,760.0,758.0,3794.0,0.8366600265340772,0.44291333333333327,1.6052333333333333,0.0,2.2145666666666664,0.6991899560483467,1.08823,2.214566666666667,0.0,5.44115,1.022040646302506,3.0,5.0,1.0,15.0,1.5811388300841898,681.0,681.0,681.0,3405.0,0.0
8000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,65.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,793.8,795.0,793.0,3969.0,0.8366600265340772,0.3385633333333334,1.0177666666666667,0.0,1.6928166666666669,0.4724867093074918,0.6096433333333333,1.6928166666666666,0.0,3.048216666666667,0.6909160136088257,3.0,5.0,1.0,15.0,1.5811388300841898,682.0,682.0,682.0,3410.0,0.0
35000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,70.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,852.8,854.0,852.0,4264.0,0.8366600265340772,0.40303999999999995,1.1757666666666666,0.0,2.0151999999999997,0.5583678573405807,0.7397466666666667,2.0152,0.0,3.698733333333333,0.8252528267816543,3.0,5.0,1.0,15.0,1.5811388300841898,677.0,677.0,677.0,3385.0,0.0
30000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,15.0,14.0,72.0,0.5477225575051661,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,886.2,928.0,859.0,4431.0,37.25184559186295,13.872853333333333,67.47503333333333,0.0,69.36426666666667,29.973179848494457,27.43879666666667,69.36426666666667,0.0,137.19398333333334,37.495334559399595,3.0,5.0,1.0,15.0,1.5811388300841898,680.8,685.0,678.0,3404.0,3.8340579025361707
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,15.0,14.0,71.0,0.44721359549995815,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,879.6,916.0,870.0,4398.0,20.354360712142245,9.088313333333334,44.60296666666667,0.0,45.44156666666667,19.856486208210683,9.42225,45.44156666666667,0.0,47.11125,20.13971153289082,3.0,5.0,1.0,15.0,1.5811388300841898,681.2,686.0,680.0,3406.0,2.683281572999735
10000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,15.0,14.0,71.0,0.44721359549995815,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,890.6,905.0,887.0,4453.0,8.049844718999237,3.6036,17.2839,0.0,18.018,7.653870757589841,3.8967333333333336,18.018,0.0,19.483666666666668,7.9024339010557725,3.0,5.0,1.0,15.0,1.5811388300841898,683.4,685.0,683.0,3417.0,0.8944271909999222
15800.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,75.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,910.8,912.0,910.0,4554.0,0.8366600265340772,0.23593999999999998,0.8047,0.0,1.1797,0.3548500623502834,0.56063,1.1797,0.0,2.80315,0.5322963302992046,3.0,5.0,1.0,15.0,1.5811388300841898,686.4,687.0,686.0,3432.0,0.5477225575051505
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,75.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,931.8,933.0,931.0,4659.0,0.8366600265340772,0.3235,0.8975333333333333,0.0,1.6175,0.4364308378769768,0.6895233333333334,1.6175,0.0,3.4476166666666668,0.6905639376826579,3.0,5.0,1.0,15.0,1.5811388300841898,684.2,685.0,683.0,3421.0,0.8366600265340772
20000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,75.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,932.8,934.0,932.0,4664.0,0.8366600265340772,0.49731000000000003,1.69795,0.0,2.4865500000000003,0.749860665260924,0.8113533333333333,2.48655,0.0,4.056766666666666,1.0149039263097215,3.0,5.0,1.0,15.0,1.5811388300841898,684.6,686.0,683.0,3423.0,1.3416407864998887
6000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,80.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,1011.8,1017.0,1010.0,5059.0,2.9495762407505355,1.3760566666666667,6.049616666666667,0.0,6.880283333333334,2.6364012329415183,1.70775,6.880283333333334,0.0,8.53875,2.92082919053439,3.0,5.0,1.0,15.0,1.5811388300841898,682.4,684.0,682.0,3412.0,0.8944271909999222
10000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,95.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,1164.6,1185.0,1159.0,5823.0,11.41490254010084,5.145619999999999,25.12418333333333,0.0,25.728099999999998,11.171225123301033,5.387726666666667,25.7281,0.0,26.938633333333335,11.374528008562963,3.0,5.0,1.0,15.0,1.5811388300841898,680.6,681.0,679.0,3403.0,0.8944271909999222
7000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,100.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,1216.6,1227.0,1214.0,6083.0,5.8137767414994785,2.705473333333333,12.790883333333332,0.0,13.527366666666666,5.6450836013221855,3.009716666666667,13.527366666666667,0.0,15.048583333333333,5.890161825545298,3.0,5.0,1.0,15.0,1.5811388300841898,677.6,678.0,676.0,3388.0,0.8944271909999222
25000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,105.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,1263.8,1273.0,1261.0,6319.0,5.167204273105541,2.5206,11.189466666666666,0.0,12.603,4.883795483236714,3.08613,12.603,0.0,15.43065,5.366491515961698,3.0,5.0,1.0,15.0,1.5811388300841898,675.0,675.0,675.0,3375.0,0.0
14000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,105.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,1302.0,1313.0,1295.0,6510.0,9.591663046625438,3.6902433333333335,16.818233333333332,0.0,18.451216666666667,7.360653835122258,7.158183333333332,18.451216666666667,0.0,35.79091666666666,9.694598181067697,3.0,5.0,1.0,15.0,1.5811388300841898,677.4,678.0,677.0,3387.0,0.54772255750517
15000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,105.0,0.0,1.0,1.0,1.0,5.0,0.0,11.0,11.0,11.0,55.0,0.0,1308.2,1315.0,1304.0,6541.0,5.761944116355165,2.24367,9.665066666666666,0.0,11.21835,4.183360351181014,4.277869999999999,11.21835,0.0,21.389349999999997,5.760008070166992,3.0,5.0,1.0,15.0,1.5811388300841898,677.4,678.0,677.0,3387.0,0.54772255750517
