static__AMOUNT_REQ,agg__Activity_A_SUBMITTED-COMPLETE,agg__Resource_112.0,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
3000.0,1.0,1.0,21.0,21.0,21.0,21.0,0.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,0.0,1295.0,1295.0,1295.0,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,699.0,699.0,699.0,699.0,0.0
10000.0,1.0,1.0,21.0,21.0,21.0,21.0,0.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,0.0,1313.0,1313.0,1313.0,1313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,694.0,694.0,694.0,694.0,0.0
5000.0,1.0,1.0,22.0,22.0,22.0,22.0,0.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,0.0,1350.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,696.0,696.0,696.0,696.0,0.0
25000.0,1.0,1.0,23.0,23.0,23.0,23.0,0.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,11.0,11.0,0.0,1383.0,1383.0,1383.0,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,698.0,698.0,698.0,698.0,0.0
5000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,702.0,702.0,702.0,702.0,0.0
18000.0,1.0,1.0,10.0,10.0,10.0,10.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,606.0,606.0,606.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,710.0,710.0,710.0,710.0,0.0
35000.0,1.0,1.0,11.0,11.0,11.0,11.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,672.0,672.0,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,698.0,698.0,698.0,698.0,0.0
15000.0,1.0,1.0,11.0,11.0,11.0,11.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,697.0,697.0,697.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,692.0,692.0,692.0,692.0,0.0
3500.0,1.0,1.0,12.0,12.0,12.0,12.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,729.0,729.0,729.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,685.0,685.0,685.0,685.0,0.0
10000.0,1.0,1.0,12.0,12.0,12.0,12.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,730.0,730.0,730.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,686.0,686.0,686.0,686.0,0.0
15000.0,1.0,1.0,12.0,12.0,12.0,12.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,750.0,750.0,750.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,685.0,685.0,685.0,685.0,0.0
5000.0,1.0,1.0,13.0,13.0,13.0,13.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,793.0,793.0,793.0,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,684.0,684.0,684.0,684.0,0.0
28000.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,850.0,850.0,850.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
5000.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,854.0,854.0,854.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,683.0,683.0,683.0,683.0,0.0
7500.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,864.0,864.0,864.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,684.0,684.0,684.0,684.0,0.0
9000.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,875.0,875.0,875.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,683.0,683.0,683.0,683.0,0.0
10000.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,879.0,879.0,879.0,879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,684.0,684.0,684.0,684.0,0.0
10000.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,892.0,892.0,892.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,683.0,683.0,683.0,683.0,0.0
9000.0,1.0,1.0,15.0,15.0,15.0,15.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,901.0,901.0,901.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,684.0,684.0,684.0,684.0,0.0
10000.0,1.0,1.0,15.0,15.0,15.0,15.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,948.0,948.0,948.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,683.0,683.0,683.0,683.0,0.0
5000.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,967.0,967.0,967.0,967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,680.0,680.0,680.0,680.0,0.0
7000.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,967.0,967.0,967.0,967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,681.0,681.0,681.0,681.0,0.0
25000.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,997.0,997.0,997.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
10000.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1011.0,1011.0,1011.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
8000.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1015.0,1015.0,1015.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,683.0,683.0,683.0,683.0,0.0
3000.0,1.0,1.0,17.0,17.0,17.0,17.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1069.0,1069.0,1069.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,679.0,679.0,679.0,679.0,0.0
15000.0,1.0,1.0,17.0,17.0,17.0,17.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1069.0,1069.0,1069.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,680.0,680.0,680.0,680.0,0.0
35600.0,1.0,1.0,18.0,18.0,18.0,18.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1085.0,1085.0,1085.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,681.0,681.0,681.0,681.0,0.0
15000.0,1.0,1.0,18.0,18.0,18.0,18.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1089.0,1089.0,1089.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
3500.0,1.0,1.0,18.0,18.0,18.0,18.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1104.0,1104.0,1104.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
10000.0,1.0,1.0,19.0,19.0,19.0,19.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1155.0,1155.0,1155.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,681.0,681.0,681.0,681.0,0.0
3500.0,1.0,1.0,19.0,19.0,19.0,19.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1165.0,1165.0,1165.0,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
6500.0,1.0,1.0,20.0,20.0,20.0,20.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1229.0,1229.0,1229.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,683.0,683.0,683.0,683.0,0.0
8000.0,1.0,1.0,20.0,20.0,20.0,20.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1237.0,1237.0,1237.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,685.0,685.0,685.0,685.0,0.0
5000.0,1.0,1.0,21.0,21.0,21.0,21.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1291.0,1291.0,1291.0,1291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
10000.0,1.0,1.0,21.0,21.0,21.0,21.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1299.0,1299.0,1299.0,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
20000.0,1.0,1.0,21.0,21.0,21.0,21.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1306.0,1306.0,1306.0,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
8000.0,1.0,1.0,22.0,22.0,22.0,22.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1338.0,1338.0,1338.0,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,681.0,681.0,681.0,681.0,0.0
8000.0,1.0,1.0,22.0,22.0,22.0,22.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1347.0,1347.0,1347.0,1347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
32000.0,1.0,1.0,23.0,23.0,23.0,23.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1382.0,1382.0,1382.0,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,683.0,683.0,683.0,683.0,0.0
25000.0,1.0,1.0,23.0,23.0,23.0,23.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1393.0,1393.0,1393.0,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,684.0,684.0,684.0,684.0,0.0
15000.0,1.0,1.0,23.0,23.0,23.0,23.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1402.0,1402.0,1402.0,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,685.0,685.0,685.0,685.0,0.0
7000.0,1.0,1.0,23.0,23.0,23.0,23.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1404.0,1404.0,1404.0,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,686.0,686.0,686.0,686.0,0.0
15000.0,1.0,1.0,23.0,23.0,23.0,23.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1409.0,1409.0,1409.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,687.0,687.0,687.0,687.0,0.0
5000.0,1.0,1.0,23.0,23.0,23.0,23.0,0.0,3.0,3.0,3.0,3.0,0.0,11.0,11.0,11.0,11.0,0.0,1424.0,1424.0,1424.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,688.0,688.0,688.0,688.0,0.0
5000.0,1.0,1.0,9.0,9.0,9.0,9.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,558.0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,688.0,688.0,688.0,688.0,0.0
15000.0,1.0,1.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,646.0,646.0,646.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,681.0,681.0,681.0,681.0,0.0
5000.0,1.0,1.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,648.0,648.0,648.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
10000.0,1.0,1.0,10.0,10.0,10.0,10.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,659.0,659.0,659.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,681.0,681.0,681.0,681.0,0.0
11000.0,1.0,1.0,11.0,11.0,11.0,11.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,708.0,708.0,708.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,679.0,679.0,679.0,679.0,0.0
4000.0,1.0,1.0,12.0,12.0,12.0,12.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,755.0,755.0,755.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,677.0,677.0,677.0,677.0,0.0
10000.0,1.0,1.0,12.0,12.0,12.0,12.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,773.0,773.0,773.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,678.0,678.0,678.0,678.0,0.0
10000.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,888.0,888.0,888.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,668.0,668.0,668.0,668.0,0.0
5200.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,889.0,889.0,889.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,669.0,669.0,669.0,669.0,0.0
15000.0,1.0,1.0,14.0,14.0,14.0,14.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,891.0,891.0,891.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,670.0,670.0,670.0,670.0,0.0
13000.0,1.0,1.0,15.0,15.0,15.0,15.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,957.0,957.0,957.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,673.0,673.0,673.0,673.0,0.0
10000.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,979.0,979.0,979.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,674.0,674.0,674.0,674.0,0.0
25000.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,980.0,980.0,980.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,675.0,675.0,675.0,675.0,0.0
30500.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,981.0,981.0,981.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,676.0,676.0,676.0,676.0,0.0
7500.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1018.0,1018.0,1018.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,674.0,674.0,674.0,674.0,0.0
16500.0,1.0,1.0,16.0,16.0,16.0,16.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1019.0,1019.0,1019.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,675.0,675.0,675.0,675.0,0.0
17000.0,1.0,1.0,17.0,17.0,17.0,17.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1027.0,1027.0,1027.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,673.0,673.0,673.0,673.0,0.0
30000.0,1.0,1.0,17.0,17.0,17.0,17.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1030.0,1030.0,1030.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,673.0,673.0,673.0,673.0,0.0
10000.0,1.0,1.0,17.0,17.0,17.0,17.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,674.0,674.0,674.0,674.0,0.0
20000.0,1.0,1.0,17.0,17.0,17.0,17.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1058.0,1058.0,1058.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,673.0,673.0,673.0,673.0,0.0
21000.0,1.0,1.0,17.0,17.0,17.0,17.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1069.0,1069.0,1069.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,675.0,675.0,675.0,675.0,0.0
5000.0,1.0,1.0,17.0,17.0,17.0,17.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1075.0,1075.0,1075.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,676.0,676.0,676.0,676.0,0.0
5000.0,1.0,1.0,18.0,18.0,18.0,18.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1087.0,1087.0,1087.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,679.0,679.0,679.0,679.0,0.0
30000.0,1.0,1.0,18.0,18.0,18.0,18.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1105.0,1105.0,1105.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,679.0,679.0,679.0,679.0,0.0
7000.0,1.0,1.0,18.0,18.0,18.0,18.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1121.0,1121.0,1121.0,1121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,680.0,680.0,680.0,680.0,0.0
16000.0,1.0,1.0,19.0,19.0,19.0,19.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1155.0,1155.0,1155.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,680.0,680.0,680.0,680.0,0.0
19000.0,1.0,1.0,19.0,19.0,19.0,19.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1179.0,1179.0,1179.0,1179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
8500.0,1.0,1.0,19.0,19.0,19.0,19.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1188.0,1188.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,682.0,682.0,682.0,682.0,0.0
6255.0,1.0,1.0,20.0,20.0,20.0,20.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1224.0,1224.0,1224.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,676.0,676.0,676.0,676.0,0.0
20000.0,1.0,1.0,20.0,20.0,20.0,20.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1246.0,1246.0,1246.0,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,677.0,677.0,677.0,677.0,0.0
10000.0,1.0,1.0,21.0,21.0,21.0,21.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1290.0,1290.0,1290.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,674.0,674.0,674.0,674.0,0.0
3000.0,1.0,1.0,21.0,21.0,21.0,21.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,11.0,11.0,11.0,0.0,1314.0,1314.0,1314.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,673.0,673.0,673.0,673.0,0.0
