static__AMOUNT_REQ,index__hour_0,index__weekday_0,index__month_0,index__timesincemidnight_0,index__timesincelastevent_0,index__timesincecasestart_0,index__event_nr_0,index__open_cases_0,index__hour_1,index__weekday_1,index__month_1,index__timesincemidnight_1,index__timesincelastevent_1,index__timesincecasestart_1,index__event_nr_1,index__open_cases_1,index__hour_2,index__weekday_2,index__month_2,index__timesincemidnight_2,index__timesincelastevent_2,index__timesincecasestart_2,index__event_nr_2,index__open_cases_2,index__Activity_0_A_SUBMITTED-COMPLETE,index__Activity_1_A_PARTLYSUBMITTED-COMPLETE,index__Activity_2_A_PREACCEPTED-COMPLETE,index__Activity_2_W_Afhandelen leads-SCHEDULE,index__Activity_2_W_Beoordelen fraude-SCHEDULE,index__Resource_0_112.0,index__Resource_1_112.0,index__Resource_2_112.0
13500.0,20.0,2.0,10.0,1239.0,0.0,0.0,1.0,657.0,20.0,2.0,10.0,1239.0,0.0040333333333333,0.0040333333333333,2.0,657.0,20.0,2.0,10.0,1240.0,0.7236,0.7276333333333334,3.0,657.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,20.0,2.0,10.0,1253.0,0.0,0.0,1.0,658.0,20.0,2.0,10.0,1253.0,0.0020166666666666,0.0020166666666666,2.0,658.0,20.0,2.0,10.0,1253.0,0.57815,0.5801666666666667,3.0,658.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,21.0,2.0,10.0,1267.0,0.0,0.0,1.0,657.0,21.0,2.0,10.0,1267.0,0.0098,0.0098,2.0,657.0,21.0,2.0,10.0,1268.0,0.1952166666666666,0.2050166666666666,3.0,657.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
7500.0,21.0,2.0,10.0,1303.0,0.0,0.0,1.0,656.0,21.0,2.0,10.0,1303.0,0.0148,0.0148,2.0,656.0,21.0,2.0,10.0,1304.0,0.6664666666666667,0.6812666666666667,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
49000.0,22.0,2.0,10.0,1322.0,0.0,0.0,1.0,656.0,22.0,2.0,10.0,1322.0,0.0046166666666666,0.0046166666666666,2.0,656.0,22.0,2.0,10.0,1323.0,0.7768833333333334,0.7815,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
48000.0,22.0,2.0,10.0,1377.0,0.0,0.0,1.0,658.0,22.0,2.0,10.0,1377.0,0.0035333333333333,0.0035333333333333,2.0,658.0,22.0,2.0,10.0,1378.0,0.63705,0.6405833333333333,3.0,658.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,23.0,2.0,10.0,1385.0,0.0,0.0,1.0,659.0,23.0,2.0,10.0,1385.0,0.0067833333333333,0.0067833333333333,2.0,659.0,23.0,2.0,10.0,1385.0,0.16345,0.1702333333333333,3.0,659.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,9.0,3.0,10.0,581.0,0.0,0.0,1.0,665.0,9.0,3.0,10.0,581.0,0.0399666666666666,0.0399666666666666,2.0,665.0,9.0,3.0,10.0,582.0,0.718,0.7579666666666667,3.0,665.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,10.0,3.0,10.0,616.0,0.0,0.0,1.0,664.0,10.0,3.0,10.0,616.0,0.0137666666666666,0.0137666666666666,2.0,664.0,10.0,3.0,10.0,617.0,0.7048666666666666,0.7186333333333333,3.0,664.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
50000.0,12.0,3.0,10.0,721.0,0.0,0.0,1.0,658.0,12.0,3.0,10.0,721.0,0.0090833333333333,0.0090833333333333,2.0,658.0,12.0,3.0,10.0,722.0,0.9528833333333332,0.9619666666666666,3.0,658.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
18000.0,12.0,3.0,10.0,737.0,0.0,0.0,1.0,660.0,12.0,3.0,10.0,737.0,0.0075666666666666,0.0075666666666666,2.0,660.0,12.0,3.0,10.0,738.0,0.4168833333333333,0.42445,3.0,661.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
20000.0,12.0,3.0,10.0,749.0,0.0,0.0,1.0,660.0,12.0,3.0,10.0,749.0,0.00335,0.00335,2.0,660.0,12.0,3.0,10.0,750.0,0.6482,0.65155,3.0,660.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
15000.0,12.0,3.0,10.0,775.0,0.0,0.0,1.0,658.0,12.0,3.0,10.0,775.0,0.0145333333333333,0.0145333333333333,2.0,658.0,12.0,3.0,10.0,776.0,0.6576166666666666,0.67215,3.0,658.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
12000.0,13.0,3.0,10.0,797.0,0.0,0.0,1.0,656.0,13.0,3.0,10.0,798.0,0.00475,0.00475,2.0,656.0,13.0,3.0,10.0,798.0,0.6795666666666667,0.6843166666666667,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,13.0,3.0,10.0,802.0,0.0,0.0,1.0,658.0,13.0,3.0,10.0,802.0,0.0054666666666666,0.0054666666666666,2.0,658.0,13.0,3.0,10.0,803.0,0.1496166666666666,0.1550833333333333,3.0,658.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
15000.0,13.0,3.0,10.0,805.0,0.0,0.0,1.0,659.0,13.0,3.0,10.0,805.0,0.0065666666666666,0.0065666666666666,2.0,659.0,13.0,3.0,10.0,806.0,1.01845,1.025016666666667,3.0,659.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
45000.0,14.0,3.0,10.0,850.0,0.0,0.0,1.0,656.0,14.0,3.0,10.0,850.0,0.0087333333333333,0.0087333333333333,2.0,656.0,14.0,3.0,10.0,851.0,0.6363666666666666,0.6451,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
32000.0,14.0,3.0,10.0,879.0,0.0,0.0,1.0,652.0,14.0,3.0,10.0,879.0,0.0119333333333333,0.0119333333333333,2.0,652.0,14.0,3.0,10.0,880.0,0.6811833333333334,0.6931166666666667,3.0,652.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
19000.0,14.0,3.0,10.0,891.0,0.0,0.0,1.0,655.0,14.0,3.0,10.0,891.0,0.0154666666666666,0.0154666666666666,2.0,655.0,14.0,3.0,10.0,892.0,0.6514666666666666,0.6669333333333334,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
11000.0,14.0,3.0,10.0,897.0,0.0,0.0,1.0,656.0,14.0,3.0,10.0,897.0,0.0086666666666666,0.0086666666666666,2.0,656.0,14.0,3.0,10.0,898.0,1.0138833333333332,1.02255,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,15.0,3.0,10.0,953.0,0.0,0.0,1.0,654.0,15.0,3.0,10.0,953.0,0.0050833333333333,0.0050833333333333,2.0,654.0,15.0,3.0,10.0,954.0,0.5644333333333333,0.5695166666666667,3.0,654.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
50000.0,16.0,3.0,10.0,976.0,0.0,0.0,1.0,657.0,16.0,3.0,10.0,976.0,0.00435,0.00435,2.0,657.0,16.0,3.0,10.0,977.0,0.7541833333333333,0.7585333333333333,3.0,657.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
20000.0,16.0,3.0,10.0,977.0,0.0,0.0,1.0,658.0,16.0,3.0,10.0,977.0,0.0065666666666666,0.0065666666666666,2.0,658.0,16.0,3.0,10.0,978.0,0.3702666666666667,0.3768333333333333,3.0,658.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
25000.0,16.0,3.0,10.0,1012.0,0.0,0.0,1.0,657.0,16.0,3.0,10.0,1012.0,0.0086833333333333,0.0086833333333333,2.0,657.0,16.0,3.0,10.0,1012.0,0.8152833333333334,0.8239666666666666,3.0,657.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7500.0,17.0,3.0,10.0,1025.0,0.0,0.0,1.0,657.0,17.0,3.0,10.0,1025.0,0.0061833333333333,0.0061833333333333,2.0,657.0,17.0,3.0,10.0,1026.0,0.7464166666666666,0.7526,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
50000.0,17.0,3.0,10.0,1046.0,0.0,0.0,1.0,656.0,17.0,3.0,10.0,1046.0,0.02035,0.02035,2.0,656.0,17.0,3.0,10.0,1046.0,0.63905,0.6594,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
30000.0,17.0,3.0,10.0,1051.0,0.0,0.0,1.0,653.0,17.0,3.0,10.0,1051.0,0.0076833333333333,0.0076833333333333,2.0,653.0,17.0,3.0,10.0,1052.0,0.6464666666666666,0.65415,3.0,653.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,18.0,3.0,10.0,1092.0,0.0,0.0,1.0,655.0,18.0,3.0,10.0,1092.0,0.0070666666666666,0.0070666666666666,2.0,655.0,18.0,3.0,10.0,1093.0,0.6689833333333334,0.67605,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,18.0,3.0,10.0,1126.0,0.0,0.0,1.0,654.0,18.0,3.0,10.0,1126.0,0.0129833333333333,0.0129833333333333,2.0,654.0,18.0,3.0,10.0,1126.0,0.2061833333333333,0.2191666666666666,3.0,654.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,19.0,3.0,10.0,1164.0,0.0,0.0,1.0,651.0,19.0,3.0,10.0,1164.0,0.0087333333333333,0.0087333333333333,2.0,651.0,19.0,3.0,10.0,1165.0,0.5293166666666667,0.53805,3.0,651.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
25000.0,19.0,3.0,10.0,1166.0,0.0,0.0,1.0,653.0,19.0,3.0,10.0,1166.0,0.01865,0.01865,2.0,653.0,19.0,3.0,10.0,1167.0,0.6341833333333333,0.6528333333333334,3.0,653.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,19.0,3.0,10.0,1174.0,0.0,0.0,1.0,654.0,19.0,3.0,10.0,1174.0,0.0067666666666666,0.0067666666666666,2.0,654.0,19.0,3.0,10.0,1175.0,0.2089833333333333,0.21575,3.0,654.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,19.0,3.0,10.0,1186.0,0.0,0.0,1.0,655.0,19.0,3.0,10.0,1186.0,0.0077,0.0077,2.0,655.0,19.0,3.0,10.0,1186.0,0.7322,0.7399,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
19400.0,20.0,3.0,10.0,1218.0,0.0,0.0,1.0,656.0,20.0,3.0,10.0,1218.0,0.00655,0.00655,2.0,656.0,20.0,3.0,10.0,1218.0,0.5756666666666667,0.5822166666666667,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,20.0,3.0,10.0,1221.0,0.0,0.0,1.0,657.0,20.0,3.0,10.0,1221.0,0.013,0.013,2.0,657.0,20.0,3.0,10.0,1222.0,0.6681333333333334,0.6811333333333334,3.0,657.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,20.0,3.0,10.0,1235.0,0.0,0.0,1.0,659.0,20.0,3.0,10.0,1235.0,0.0045166666666666,0.0045166666666666,2.0,659.0,20.0,3.0,10.0,1236.0,0.4698666666666666,0.4743833333333333,3.0,659.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
8000.0,21.0,3.0,10.0,1275.0,0.0,0.0,1.0,658.0,21.0,3.0,10.0,1275.0,0.0078666666666666,0.0078666666666666,2.0,658.0,21.0,3.0,10.0,1276.0,0.6103333333333333,0.6182,3.0,660.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7000.0,21.0,3.0,10.0,1276.0,0.0,0.0,1.0,659.0,21.0,3.0,10.0,1276.0,0.0045666666666666,0.0045666666666666,2.0,659.0,21.0,3.0,10.0,1276.0,0.54995,0.5545166666666667,3.0,660.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
31000.0,21.0,3.0,10.0,1276.0,0.0,0.0,1.0,660.0,21.0,3.0,10.0,1276.0,0.11085,0.11085,2.0,660.0,21.0,3.0,10.0,1276.0,0.6281333333333333,0.7389833333333333,3.0,660.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5000.0,21.0,3.0,10.0,1277.0,0.0,0.0,1.0,661.0,21.0,3.0,10.0,1277.0,0.0039666666666666,0.0039666666666666,2.0,661.0,21.0,3.0,10.0,1277.0,0.4724,0.4763666666666666,3.0,661.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
20000.0,21.0,3.0,10.0,1286.0,0.0,0.0,1.0,662.0,21.0,3.0,10.0,1286.0,0.0037166666666666,0.0037166666666666,2.0,662.0,21.0,3.0,10.0,1286.0,0.5547666666666666,0.5584833333333333,3.0,662.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
13000.0,21.0,3.0,10.0,1289.0,0.0,0.0,1.0,663.0,21.0,3.0,10.0,1289.0,0.0074166666666666,0.0074166666666666,2.0,663.0,21.0,3.0,10.0,1290.0,0.6216666666666667,0.6290833333333333,3.0,663.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
29500.0,21.0,3.0,10.0,1301.0,0.0,0.0,1.0,664.0,21.0,3.0,10.0,1301.0,0.00785,0.00785,2.0,664.0,21.0,3.0,10.0,1301.0,0.6052333333333333,0.6130833333333333,3.0,664.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
25000.0,21.0,3.0,10.0,1305.0,0.0,0.0,1.0,664.0,21.0,3.0,10.0,1305.0,0.01675,0.01675,2.0,664.0,21.0,3.0,10.0,1306.0,0.7108666666666666,0.7276166666666667,3.0,664.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
7000.0,22.0,3.0,10.0,1348.0,0.0,0.0,1.0,664.0,22.0,3.0,10.0,1348.0,0.0053,0.0053,2.0,664.0,22.0,3.0,10.0,1349.0,0.7469166666666667,0.7522166666666666,3.0,664.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
40000.0,0.0,4.0,10.0,25.0,0.0,0.0,1.0,668.0,0.0,4.0,10.0,25.0,0.0368,0.0368,2.0,668.0,0.0,4.0,10.0,26.0,0.6024166666666667,0.6392166666666667,3.0,668.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
16000.0,1.0,4.0,10.0,67.0,0.0,0.0,1.0,669.0,1.0,4.0,10.0,67.0,0.06085,0.06085,2.0,669.0,1.0,4.0,10.0,68.0,1.5529666666666666,1.613816666666667,3.0,669.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
8000.0,1.0,4.0,10.0,108.0,0.0,0.0,1.0,670.0,1.0,4.0,10.0,108.0,0.0071333333333333,0.0071333333333333,2.0,670.0,1.0,4.0,10.0,109.0,0.62575,0.6328833333333334,3.0,670.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,10.0,4.0,10.0,610.0,0.0,0.0,1.0,667.0,10.0,4.0,10.0,610.0,0.0861166666666666,0.0861166666666666,2.0,667.0,10.0,4.0,10.0,610.0,0.6266,0.7127166666666667,3.0,667.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
18000.0,10.0,4.0,10.0,614.0,0.0,0.0,1.0,669.0,10.0,4.0,10.0,614.0,0.00615,0.00615,2.0,669.0,10.0,4.0,10.0,615.0,0.59555,0.6017,3.0,669.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
13237.0,10.0,4.0,10.0,659.0,0.0,0.0,1.0,667.0,10.0,4.0,10.0,659.0,0.0187166666666666,0.0187166666666666,2.0,667.0,11.0,4.0,10.0,660.0,0.5778166666666666,0.5965333333333334,3.0,667.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5000.0,11.0,4.0,10.0,671.0,0.0,0.0,1.0,667.0,11.0,4.0,10.0,671.0,0.0081,0.0081,2.0,667.0,11.0,4.0,10.0,672.0,0.6221166666666667,0.6302166666666666,3.0,667.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
45000.0,11.0,4.0,10.0,676.0,0.0,0.0,1.0,667.0,11.0,4.0,10.0,676.0,0.01065,0.01065,2.0,667.0,11.0,4.0,10.0,677.0,0.5929666666666666,0.6036166666666667,3.0,667.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,11.0,4.0,10.0,697.0,0.0,0.0,1.0,667.0,11.0,4.0,10.0,697.0,0.0046,0.0046,2.0,667.0,11.0,4.0,10.0,698.0,0.6619166666666667,0.6665166666666666,3.0,667.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,11.0,4.0,10.0,708.0,0.0,0.0,1.0,668.0,11.0,4.0,10.0,708.0,0.0060333333333333,0.0060333333333333,2.0,668.0,11.0,4.0,10.0,708.0,0.5795333333333333,0.5855666666666667,3.0,668.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,12.0,4.0,10.0,735.0,0.0,0.0,1.0,668.0,12.0,4.0,10.0,735.0,0.0133333333333333,0.0133333333333333,2.0,668.0,12.0,4.0,10.0,736.0,0.62885,0.6421833333333333,3.0,668.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6500.0,14.0,4.0,10.0,857.0,0.0,0.0,1.0,664.0,14.0,4.0,10.0,857.0,0.0109333333333333,0.0109333333333333,2.0,664.0,14.0,4.0,10.0,857.0,0.5962333333333333,0.6071666666666666,3.0,664.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5000.0,14.0,4.0,10.0,895.0,0.0,0.0,1.0,663.0,14.0,4.0,10.0,895.0,0.00535,0.00535,2.0,663.0,14.0,4.0,10.0,896.0,0.5766333333333333,0.5819833333333333,3.0,663.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
25000.0,15.0,4.0,10.0,906.0,0.0,0.0,1.0,661.0,15.0,4.0,10.0,906.0,0.0082833333333333,0.0082833333333333,2.0,661.0,15.0,4.0,10.0,906.0,0.7256666666666667,0.73395,3.0,661.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,15.0,4.0,10.0,928.0,0.0,0.0,1.0,661.0,15.0,4.0,10.0,928.0,0.0039833333333333,0.0039833333333333,2.0,661.0,15.0,4.0,10.0,929.0,0.5949333333333333,0.5989166666666667,3.0,661.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,15.0,4.0,10.0,939.0,0.0,0.0,1.0,663.0,15.0,4.0,10.0,939.0,0.007,0.007,2.0,663.0,15.0,4.0,10.0,939.0,0.66715,0.67415,3.0,663.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7800.0,15.0,4.0,10.0,943.0,0.0,0.0,1.0,664.0,15.0,4.0,10.0,943.0,0.0040833333333333,0.0040833333333333,2.0,664.0,15.0,4.0,10.0,943.0,0.5827166666666667,0.5868,3.0,664.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10285.0,15.0,4.0,10.0,954.0,0.0,0.0,1.0,664.0,15.0,4.0,10.0,954.0,0.0231,0.0231,2.0,664.0,15.0,4.0,10.0,955.0,0.4120166666666666,0.4351166666666666,3.0,663.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
7000.0,16.0,4.0,10.0,963.0,0.0,0.0,1.0,663.0,16.0,4.0,10.0,963.0,0.0221,0.0221,2.0,663.0,16.0,4.0,10.0,964.0,0.883,0.9051,3.0,663.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,16.0,4.0,10.0,985.0,0.0,0.0,1.0,661.0,16.0,4.0,10.0,985.0,0.00735,0.00735,2.0,661.0,16.0,4.0,10.0,985.0,0.3715,0.37885,3.0,661.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
40000.0,17.0,4.0,10.0,1025.0,0.0,0.0,1.0,659.0,17.0,4.0,10.0,1025.0,0.0146833333333333,0.0146833333333333,2.0,659.0,17.0,4.0,10.0,1025.0,0.5253333333333333,0.5400166666666667,3.0,658.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
16500.0,18.0,4.0,10.0,1108.0,0.0,0.0,1.0,655.0,18.0,4.0,10.0,1108.0,0.0130833333333333,0.0130833333333333,2.0,655.0,18.0,4.0,10.0,1109.0,0.7411,0.7541833333333333,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,18.0,4.0,10.0,1135.0,0.0,0.0,1.0,655.0,18.0,4.0,10.0,1135.0,0.0046166666666666,0.0046166666666666,2.0,655.0,18.0,4.0,10.0,1135.0,0.5126333333333334,0.51725,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,19.0,4.0,10.0,1164.0,0.0,0.0,1.0,656.0,19.0,4.0,10.0,1164.0,0.0065666666666666,0.0065666666666666,2.0,656.0,19.0,4.0,10.0,1164.0,0.2554333333333333,0.262,3.0,656.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,20.0,4.0,10.0,1232.0,0.0,0.0,1.0,657.0,20.0,4.0,10.0,1232.0,0.0150166666666666,0.0150166666666666,2.0,657.0,20.0,4.0,10.0,1232.0,0.7145666666666667,0.7295833333333334,3.0,657.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
3000.0,20.0,4.0,10.0,1253.0,0.0,0.0,1.0,658.0,20.0,4.0,10.0,1253.0,0.0042833333333333,0.0042833333333333,2.0,658.0,20.0,4.0,10.0,1254.0,0.6517333333333334,0.6560166666666667,3.0,658.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7500.0,20.0,4.0,10.0,1256.0,0.0,0.0,1.0,659.0,20.0,4.0,10.0,1256.0,0.0040166666666666,0.0040166666666666,2.0,659.0,20.0,4.0,10.0,1257.0,0.6624833333333333,0.6665,3.0,659.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
20000.0,21.0,4.0,10.0,1300.0,0.0,0.0,1.0,656.0,21.0,4.0,10.0,1300.0,0.0053833333333333,0.0053833333333333,2.0,656.0,21.0,4.0,10.0,1300.0,0.55695,0.5623333333333334,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,23.0,4.0,10.0,1385.0,0.0,0.0,1.0,656.0,23.0,4.0,10.0,1385.0,0.0099166666666666,0.0099166666666666,2.0,656.0,23.0,4.0,10.0,1386.0,0.6900833333333334,0.7,3.0,656.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
12500.0,5.0,5.0,10.0,318.0,0.0,0.0,1.0,657.0,5.0,5.0,10.0,318.0,0.04795,0.04795,2.0,657.0,5.0,5.0,10.0,318.0,0.7530166666666667,0.8009666666666667,3.0,657.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,11.0,5.0,10.0,679.0,0.0,0.0,1.0,657.0,11.0,5.0,10.0,679.0,0.0332,0.0332,2.0,657.0,11.0,5.0,10.0,680.0,0.6271333333333333,0.6603333333333333,3.0,657.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
13500.0,12.0,5.0,10.0,746.0,0.0,0.0,1.0,654.0,12.0,5.0,10.0,746.0,0.0034833333333333,0.0034833333333333,2.0,654.0,12.0,5.0,10.0,746.0,0.5916166666666667,0.5951,3.0,654.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6000.0,12.0,5.0,10.0,756.0,0.0,0.0,1.0,655.0,12.0,5.0,10.0,756.0,0.00705,0.00705,2.0,655.0,12.0,5.0,10.0,757.0,0.59725,0.6043,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
25000.0,12.0,5.0,10.0,777.0,0.0,0.0,1.0,654.0,12.0,5.0,10.0,777.0,0.00435,0.00435,2.0,654.0,12.0,5.0,10.0,777.0,0.5269,0.53125,3.0,654.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
7500.0,14.0,5.0,10.0,850.0,0.0,0.0,1.0,654.0,14.0,5.0,10.0,850.0,0.0053666666666666,0.0053666666666666,2.0,654.0,14.0,5.0,10.0,851.0,0.7041,0.7094666666666667,3.0,654.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,14.0,5.0,10.0,858.0,0.0,0.0,1.0,655.0,14.0,5.0,10.0,858.0,0.007,0.007,2.0,655.0,14.0,5.0,10.0,859.0,0.76715,0.77415,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,15.0,5.0,10.0,955.0,0.0,0.0,1.0,656.0,15.0,5.0,10.0,955.0,0.0049333333333333,0.0049333333333333,2.0,656.0,15.0,5.0,10.0,955.0,0.5531333333333334,0.5580666666666667,3.0,655.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
8000.0,16.0,5.0,10.0,963.0,0.0,0.0,1.0,657.0,16.0,5.0,10.0,963.0,0.00805,0.00805,2.0,657.0,16.0,5.0,10.0,963.0,0.2007166666666666,0.2087666666666666,3.0,657.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
17500.0,17.0,5.0,10.0,1021.0,0.0,0.0,1.0,656.0,17.0,5.0,10.0,1021.0,0.0073166666666666,0.0073166666666666,2.0,656.0,17.0,5.0,10.0,1021.0,0.6020166666666666,0.6093333333333333,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
29000.0,17.0,5.0,10.0,1049.0,0.0,0.0,1.0,656.0,17.0,5.0,10.0,1049.0,0.0074833333333333,0.0074833333333333,2.0,656.0,17.0,5.0,10.0,1049.0,0.5698666666666666,0.57735,3.0,656.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,18.0,5.0,10.0,1127.0,0.0,0.0,1.0,655.0,18.0,5.0,10.0,1127.0,0.0040833333333333,0.0040833333333333,2.0,655.0,18.0,5.0,10.0,1128.0,0.1754333333333333,0.1795166666666666,3.0,655.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3000.0,18.0,5.0,10.0,1136.0,0.0,0.0,1.0,657.0,18.0,5.0,10.0,1136.0,0.0049666666666666,0.0049666666666666,2.0,657.0,18.0,5.0,10.0,1137.0,0.6723833333333333,0.67735,3.0,658.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,18.0,5.0,10.0,1136.0,0.0,0.0,1.0,658.0,18.0,5.0,10.0,1136.0,0.0058166666666666,0.0058166666666666,2.0,658.0,18.0,5.0,10.0,1137.0,0.5405833333333333,0.5464,3.0,658.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
8000.0,19.0,5.0,10.0,1181.0,0.0,0.0,1.0,659.0,19.0,5.0,10.0,1181.0,0.0073833333333333,0.0073833333333333,2.0,659.0,19.0,5.0,10.0,1182.0,0.61095,0.6183333333333333,3.0,659.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
4000.0,20.0,5.0,10.0,1252.0,0.0,0.0,1.0,661.0,20.0,5.0,10.0,1252.0,0.00575,0.00575,2.0,661.0,20.0,5.0,10.0,1252.0,0.6296166666666667,0.6353666666666666,3.0,661.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,20.0,5.0,10.0,1255.0,0.0,0.0,1.0,662.0,20.0,5.0,10.0,1255.0,0.0076333333333333,0.0076333333333333,2.0,662.0,20.0,5.0,10.0,1255.0,0.2402,0.2478333333333333,3.0,662.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
